PhraseId	SentenceId	Phrase	Sentiment
20519	916	central	2
20520	917	Sorvino makes the princess seem smug and cartoonish , and the film only really comes alive when poor Hermocrates and Leontine pathetically compare notes about their budding amours .	1
20521	917	Sorvino makes the princess seem smug and cartoonish , and the film only really comes alive when poor Hermocrates and Leontine pathetically compare notes about their budding amours	1
20522	917	Sorvino makes the princess seem smug and cartoonish , and	1
20523	917	Sorvino makes the princess seem smug and cartoonish ,	2
20524	917	Sorvino makes the princess seem smug and cartoonish	1
20525	917	Sorvino	3
20526	917	makes the princess seem smug and cartoonish	1
20527	917	the princess seem smug and cartoonish	1
20528	917	the princess	2
20529	917	princess	2
20530	917	seem smug and cartoonish	1
20531	917	smug and cartoonish	1
20532	917	smug and	2
20533	917	cartoonish	2
20534	917	the film only really comes alive when poor Hermocrates and Leontine pathetically compare notes about their budding amours	2
20535	917	the film only	2
20536	917	film only	2
20537	917	really comes alive when poor Hermocrates and Leontine pathetically compare notes about their budding amours	2
20538	917	comes alive when poor Hermocrates and Leontine pathetically compare notes about their budding amours	3
20539	917	comes alive	3
20540	917	when poor Hermocrates and Leontine pathetically compare notes about their budding amours	1
20541	917	poor Hermocrates and Leontine pathetically compare notes about their budding amours	2
20542	917	poor Hermocrates and Leontine	1
20543	917	poor Hermocrates and	2
20544	917	poor Hermocrates	2
20545	917	Hermocrates	2
20546	917	Leontine	2
20547	917	pathetically compare notes about their budding amours	0
20548	917	pathetically	1
20549	917	compare notes about their budding amours	2
20550	917	compare	2
20551	917	notes about their budding amours	2
20552	917	notes	2
20553	917	about their budding amours	3
20554	917	their budding amours	2
20555	917	budding amours	3
20556	917	amours	3
20557	918	While this has the making of melodrama , the filmmaker cuts against this natural grain , producing a work that 's more interested in asking questions than in answering them .	2
20558	918	While this has the making of melodrama	2
20559	918	this has the making of melodrama	2
20560	918	has the making of melodrama	2
20561	918	the making of melodrama	1
20562	918	the making	2
20563	918	of melodrama	2
20564	918	, the filmmaker cuts against this natural grain , producing a work that 's more interested in asking questions than in answering them .	2
20565	918	the filmmaker cuts against this natural grain , producing a work that 's more interested in asking questions than in answering them .	2
20566	918	cuts against this natural grain , producing a work that 's more interested in asking questions than in answering them .	2
20567	918	cuts against this natural grain , producing a work that 's more interested in asking questions than in answering them	3
20568	918	cuts against this natural grain ,	1
20569	918	cuts against this natural grain	2
20570	918	cuts	2
20571	918	against this natural grain	1
20572	918	this natural grain	3
20573	918	natural grain	2
20574	918	grain	2
20575	918	producing a work that 's more interested in asking questions than in answering them	2
20576	918	producing	2
20577	918	a work that 's more interested in asking questions than in answering them	1
20578	918	a work	2
20579	918	that 's more interested in asking questions than in answering them	2
20580	918	's more interested in asking questions than in answering them	2
20581	918	more interested in asking questions than in answering them	2
20582	918	more interested in asking questions	2
20583	918	interested in asking questions	2
20584	918	in asking questions	2
20585	918	asking questions	2
20586	918	asking	2
20587	918	than in answering them	2
20588	918	in answering them	3
20589	918	answering them	2
20590	918	answering	2
20591	919	Davis is funny , charming and quirky in her feature film acting debut as Amy .	3
20592	919	is funny , charming and quirky in her feature film acting debut as Amy .	3
20593	919	is funny , charming and quirky in her feature film acting debut as Amy	4
20594	919	is funny , charming and quirky	4
20595	919	funny , charming and quirky	4
20596	919	, charming and quirky	4
20597	919	charming and quirky	3
20598	919	in her feature film acting debut as Amy	2
20599	919	her feature film acting debut as Amy	2
20600	919	her feature film	3
20601	919	feature film	2
20602	919	acting debut as Amy	2
20603	919	acting debut	2
20604	919	as Amy	2
20605	919	Amy	2
20606	920	An uncomfortable movie , suffocating and sometimes almost senseless , The Grey Zone does have a center , though a morbid one .	0
20607	920	An uncomfortable movie , suffocating and sometimes almost senseless , The Grey Zone	0
20608	920	An uncomfortable movie , suffocating and sometimes almost senseless ,	0
20609	920	An uncomfortable movie , suffocating and sometimes almost senseless	0
20610	920	An uncomfortable movie ,	0
20611	920	An uncomfortable movie	0
20612	920	uncomfortable movie	1
20613	920	suffocating and sometimes almost senseless	0
20614	920	suffocating and	2
20615	920	suffocating	1
20616	920	sometimes almost senseless	1
20617	920	almost senseless	1
20618	920	senseless	1
20619	920	The Grey Zone	2
20620	920	Grey Zone	1
20621	920	Grey	2
20622	920	Zone	2
20623	920	does have a center , though a morbid one .	2
20624	920	does have a center , though a morbid one	2
20625	920	have a center , though a morbid one	2
20626	920	a center , though a morbid one	2
20627	920	a center ,	2
20628	920	a center	2
20629	920	though a morbid one	1
20630	920	a morbid one	1
20631	920	morbid one	1
20632	920	morbid	0
20633	921	The lousy John Q all but spits out Denzel Washington 's fine performance in the title role .	1
20634	921	The lousy John Q	0
20635	921	lousy John Q	1
20636	921	lousy	0
20637	921	John Q	2
20638	921	all but spits out Denzel Washington 's fine performance in the title role .	3
20639	921	all but	2
20640	921	spits out Denzel Washington 's fine performance in the title role .	2
20641	921	spits out Denzel Washington 's fine performance in the title role	4
20642	921	spits out	1
20643	921	spits	2
20644	921	Denzel Washington 's fine performance in the title role	4
20645	921	Denzel Washington 's fine performance	4
20646	921	Denzel Washington 's	2
20647	921	Denzel	3
20648	921	Washington 's	2
20649	921	fine performance	3
20650	921	in the title role	2
20651	921	the title role	2
20652	921	title role	2
20653	922	So devoid of pleasure or sensuality that it can not even be dubbed hedonistic .	0
20654	922	So devoid of pleasure or sensuality	0
20655	922	devoid of pleasure or sensuality	1
20656	922	devoid	2
20657	922	of pleasure or sensuality	3
20658	922	pleasure or sensuality	2
20659	922	pleasure or	3
20660	922	that it can not even be dubbed hedonistic .	1
20661	922	that it can not even be dubbed hedonistic	1
20662	922	it can not even be dubbed hedonistic	1
20663	922	can not even be dubbed hedonistic	1
20664	922	can not even	2
20665	922	be dubbed hedonistic	2
20666	922	dubbed hedonistic	2
20667	922	dubbed	2
20668	922	hedonistic	1
20669	923	Satin Rouge is not a new , or inventive , journey , but it 's encouraging to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity .	3
20670	923	Satin Rouge is not a new , or inventive , journey , but it 's encouraging to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity	3
20671	923	Satin Rouge is not a new , or inventive , journey , but	1
20672	923	Satin Rouge is not a new , or inventive , journey ,	1
20673	923	Satin Rouge is not a new , or inventive , journey	1
20674	923	Satin Rouge	2
20675	923	Satin	2
20676	923	Rouge	2
20677	923	is not a new , or inventive , journey	2
20678	923	a new , or inventive , journey	3
20679	923	new , or inventive , journey	3
20680	923	new , or inventive ,	3
20681	923	, or inventive ,	2
20682	923	, or inventive	3
20683	923	, or	2
20684	923	it 's encouraging to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity	4
20685	923	's encouraging to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity	3
20686	923	encouraging to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity	4
20687	923	encouraging	3
20688	923	to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity	3
20689	923	see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity	3
20690	923	see a three-dimensional , average , middle-aged woman 's experience	2
20691	923	a three-dimensional , average , middle-aged woman 's experience	3
20692	923	a three-dimensional , average , middle-aged woman	2
20693	923	three-dimensional , average , middle-aged woman	2
20694	923	three-dimensional	2
20695	923	, average , middle-aged woman	2
20696	923	average , middle-aged woman	2
20697	923	, middle-aged woman	2
20698	923	middle-aged woman	2
20699	923	's experience	2
20700	923	of self-discovery handled with such sensitivity	3
20701	923	self-discovery handled with such sensitivity	3
20702	923	self-discovery	3
20703	923	handled with such sensitivity	2
20704	923	with such sensitivity	3
20705	923	such sensitivity	3
20706	923	sensitivity	2
20707	924	A pointed , often tender , examination of the pros and cons of unconditional love and familial duties .	3
20708	924	A pointed , often tender , examination of the pros and cons of unconditional	3
20709	924	A pointed , often tender , examination	3
20710	924	pointed , often tender , examination	3
20711	924	pointed , often tender ,	3
20712	924	pointed	2
20713	924	, often tender ,	2
20714	924	often tender ,	2
20715	924	tender ,	3
20716	924	of the pros and cons of unconditional	2
20717	924	the pros and cons of unconditional	2
20718	924	the pros and cons	2
20719	924	pros and cons	2
20720	924	pros and	2
20721	924	pros	3
20722	924	cons	2
20723	924	of unconditional	2
20724	924	unconditional	3
20725	924	love and familial duties .	2
20726	924	love and familial duties	2
20727	924	love and familial	3
20728	924	duties	2
20729	925	Another trumpet blast that there may be a New Mexican Cinema a-bornin ' . '	3
20730	925	trumpet blast that there may be a New Mexican Cinema a-bornin ' . '	3
20731	925	trumpet blast that there may be a New Mexican Cinema a-bornin ' .	3
20732	925	trumpet blast that there may be a New Mexican Cinema a-bornin '	2
20733	925	trumpet blast	2
20734	925	trumpet	2
20735	925	blast	3
20736	925	that there may be a New Mexican Cinema a-bornin '	2
20737	925	there may be a New Mexican Cinema a-bornin '	2
20738	925	may be a New Mexican Cinema a-bornin '	2
20739	925	be a New Mexican Cinema a-bornin '	3
20740	925	a New Mexican Cinema a-bornin '	2
20741	925	New Mexican Cinema a-bornin '	2
20742	925	Mexican Cinema a-bornin '	2
20743	925	Mexican	2
20744	925	Cinema a-bornin '	2
20745	925	a-bornin '	2
20746	925	a-bornin	2
20747	926	Gorgeous to look at but insufferably tedious and turgid ... a curiously constricted epic .	1
20748	926	Gorgeous to look at but insufferably tedious and turgid ... a curiously constricted epic	1
20749	926	Gorgeous to look at but insufferably tedious and turgid ...	1
20750	926	Gorgeous to look at but insufferably tedious and turgid	1
20751	926	Gorgeous to look at but	3
20752	926	Gorgeous to look at	4
20753	926	to look at	2
20754	926	look at	2
20755	926	insufferably tedious and turgid	1
20756	926	insufferably	1
20757	926	tedious and turgid	1
20758	926	tedious and	2
20759	926	a curiously constricted epic	2
20760	926	a curiously	2
20761	926	curiously	2
20762	926	constricted epic	2
20763	926	constricted	1
20764	927	Only about as sexy and dangerous as an actress in a role that reminds at every turn of Elizabeth Berkley 's flopping dolphin-gasm .	1
20765	927	Only about as sexy and dangerous as an actress in a role	2
20766	927	Only about as sexy and	2
20767	927	Only about as sexy	2
20768	927	Only about	2
20769	927	as sexy	3
20770	927	dangerous as an actress in a role	2
20771	927	as an actress in a role	1
20772	927	an actress in a role	2
20773	927	in a role	2
20774	927	a role	2
20775	927	that reminds at every turn of Elizabeth Berkley 's flopping dolphin-gasm .	1
20776	927	that reminds at every turn of Elizabeth Berkley 's flopping dolphin-gasm	1
20777	927	reminds at every turn of Elizabeth Berkley 's flopping dolphin-gasm	1
20778	927	reminds	2
20779	927	at every turn of Elizabeth Berkley 's flopping dolphin-gasm	1
20780	927	every turn of Elizabeth Berkley 's flopping dolphin-gasm	1
20781	927	of Elizabeth Berkley 's flopping dolphin-gasm	1
20782	927	Elizabeth Berkley 's flopping dolphin-gasm	2
20783	927	Elizabeth Berkley 's	2
20784	927	Elizabeth	2
20785	927	Berkley 's	2
20786	927	Berkley	2
20787	927	flopping dolphin-gasm	2
20788	927	flopping	1
20789	927	dolphin-gasm	2
20790	928	Their contrast is neither dramatic nor comic -- it 's just a weird fizzle .	1
20791	928	Their contrast is neither dramatic nor comic -- it 's just a weird fizzle	1
20792	928	Their contrast is neither dramatic nor comic --	1
20793	928	Their contrast is neither dramatic nor comic	0
20794	928	Their contrast	3
20795	928	contrast	2
20796	928	is neither dramatic nor comic	1
20797	928	neither dramatic nor comic	1
20798	928	dramatic nor comic	1
20799	928	dramatic nor	1
20800	928	it 's just a weird fizzle	2
20801	928	's just a weird fizzle	2
20802	928	a weird fizzle	1
20803	928	weird fizzle	2
20804	929	Collateral Damage is trash , but it earns extra points by acting as if it were n't .	0
20805	929	Collateral Damage is trash , but it earns extra points by acting as if it were n't	2
20806	929	Collateral Damage is trash , but	1
20807	929	Collateral Damage is trash ,	0
20808	929	Collateral Damage is trash	0
20809	929	Collateral Damage	2
20810	929	Collateral	3
20811	929	Damage	2
20812	929	is trash	0
20813	929	it earns extra points by acting as if it were n't	3
20814	929	earns extra points by acting as if it were n't	3
20815	929	earns extra points	3
20816	929	earns	2
20817	929	extra points	3
20818	929	extra	2
20819	929	by acting as if it were n't	2
20820	929	acting as if it were n't	2
20821	929	as if it were n't	2
20822	929	if it were n't	2
20823	929	it were n't	2
20824	930	When you think you 've figured out Bielinsky 's great game , that 's when you 're in the most trouble : He 's the con , and you 're just the mark .	2
20825	930	When you think you 've figured out Bielinsky 's great game , that 's when you 're in the most trouble	2
20826	930	you think you 've figured out Bielinsky 's great game , that 's when you 're in the most trouble	2
20827	930	think you 've figured out Bielinsky 's great game , that 's when you 're in the most trouble	3
20828	930	you 've figured out Bielinsky 's great game , that 's when you 're in the most trouble	2
20829	930	've figured out Bielinsky 's great game , that 's when you 're in the most trouble	1
20830	930	figured out Bielinsky 's great game , that 's when you 're in the most trouble	2
20831	930	figured	2
20832	930	out Bielinsky 's great game , that 's when you 're in the most trouble	2
20833	930	Bielinsky 's great game , that 's when you 're in the most trouble	3
20834	930	Bielinsky 's great game ,	2
20835	930	Bielinsky 's great game	3
20836	930	Bielinsky 's	2
20837	930	Bielinsky	2
20838	930	great game	3
20839	930	that 's when you 're in the most trouble	1
20840	930	's when you 're in the most trouble	1
20841	930	when you 're in the most trouble	2
20842	930	you 're in the most trouble	2
20843	930	're in the most trouble	2
20844	930	in the most trouble	2
20845	930	the most trouble	2
20846	930	most trouble	1
20847	930	: He 's the con , and you 're just the mark .	1
20848	930	He 's the con , and you 're just the mark .	2
20849	930	He 's the con , and you 're just the mark	2
20850	930	He 's the con , and	2
20851	930	He 's the con ,	2
20852	930	He 's the con	1
20853	930	's the con	2
20854	930	the con	1
20855	930	you 're just the mark	2
20856	930	're just the mark	2
20857	930	're just	2
20858	930	the mark	3
20859	931	Swimming is above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings , it succeeds .	4
20860	931	Swimming is above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings	3
20861	931	is above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings	3
20862	931	above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings	3
20863	931	all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings	3
20864	931	about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings	3
20865	931	about a young woman 's face	2
20866	931	a young woman 's face	2
20867	931	a young woman 's	2
20868	931	young woman 's	2
20869	931	, and by casting an actress whose face projects that woman 's doubts and yearnings	3
20870	931	by casting an actress whose face projects that woman 's doubts and yearnings	3
20871	931	casting an actress whose face projects that woman 's doubts and yearnings	2
20872	931	an actress whose face projects that woman 's doubts and yearnings	3
20873	931	whose face projects that woman 's doubts and yearnings	2
20874	931	whose face	2
20875	931	projects that woman 's doubts and yearnings	2
20876	931	projects that woman 's doubts and	2
20877	931	projects that woman 's doubts	2
20878	931	projects	2
20879	931	that woman 's doubts	1
20880	931	that woman 's	2
20881	931	doubts	2
20882	931	yearnings	2
20883	931	, it succeeds .	4
20884	931	it succeeds .	3
20885	931	succeeds .	4
20886	931	succeeds	3
20887	932	It 's packed to bursting with incident , and with scores of characters , some fictional , some from history .	2
20888	932	's packed to bursting with incident , and with scores of characters , some fictional , some from history .	3
20889	932	's packed to bursting with incident , and with scores of characters , some fictional , some from history	3
20890	932	packed to bursting with incident , and with scores of characters , some fictional , some from history	4
20891	932	packed	2
20892	932	to bursting with incident , and with scores of characters , some fictional , some from history	3
20893	932	bursting with incident , and with scores of characters , some fictional , some from history	3
20894	932	bursting with incident , and	2
20895	932	bursting with incident ,	2
20896	932	bursting with incident	3
20897	932	bursting	3
20898	932	with incident	2
20899	932	incident	2
20900	932	with scores of characters , some fictional , some from history	2
20901	932	with scores of characters , some fictional , some	2
20902	932	scores of characters , some fictional , some	2
20903	932	of characters , some fictional , some	2
20904	932	characters , some fictional , some	2
20905	932	characters ,	2
20906	932	some fictional , some	2
20907	932	some fictional ,	2
20908	932	some fictional	2
20909	932	fictional	2
20910	932	from history	2
20911	933	You want to call Domino 's .	2
20912	933	want to call Domino 's .	2
20913	933	want to call Domino 's	2
20914	933	to call Domino 's	2
20915	933	call Domino 's	2
20916	933	Domino 's	2
20917	933	Domino	2
20918	934	The umpteenth summer skinny dip in Jerry Bruckheimer 's putrid pond of retread action twaddle .	2
20919	934	The umpteenth summer	3
20920	934	umpteenth summer	2
20921	934	umpteenth	3
20922	934	skinny dip in Jerry Bruckheimer 's putrid pond of retread action twaddle .	0
20923	934	skinny	2
20924	934	dip in Jerry Bruckheimer 's putrid pond of retread action twaddle .	1
20925	934	dip in Jerry Bruckheimer 's putrid pond of retread action twaddle	1
20926	934	dip	2
20927	934	in Jerry Bruckheimer 's putrid pond of retread action twaddle	0
20928	934	Jerry Bruckheimer 's putrid pond of retread action twaddle	1
20929	934	Jerry Bruckheimer 's putrid pond	1
20930	934	Jerry Bruckheimer 's	2
20931	934	Bruckheimer 's	2
20932	934	putrid pond	1
20933	934	putrid	1
20934	934	pond	2
20935	934	of retread action twaddle	1
20936	934	retread action twaddle	1
20937	934	action twaddle	1
20938	934	twaddle	2
20939	935	`` the road paved with good intentions leads to the video store ''	3
20940	935	the road paved with good intentions leads to the video store ''	1
20941	935	paved with good intentions leads to the video store ''	1
20942	935	paved with good intentions leads to the video store	1
20943	935	paved	2
20944	935	with good intentions leads to the video store	2
20945	935	good intentions leads to the video store	0
20946	935	leads to the video store	2
20947	935	leads	2
20948	935	to the video store	2
20949	935	the video store	2
20950	935	video store	2
20951	935	video	2
20952	935	store	2
20953	936	Chris Columbus ' sequel is faster , livelier and a good deal funnier than his original .	3
20954	936	Chris Columbus ' sequel	2
20955	936	Chris Columbus '	2
20956	936	Columbus '	2
20957	936	Columbus	2
20958	936	is faster , livelier and a good deal funnier than his original .	4
20959	936	is faster , livelier and a good deal funnier than his original	3
20960	936	faster , livelier and a good deal funnier than his original	4
20961	936	faster , livelier and	3
20962	936	faster , livelier	3
20963	936	faster ,	2
20964	936	faster	2
20965	936	livelier	2
20966	936	a good deal funnier than his original	4
20967	936	a good deal funnier	3
20968	936	good deal funnier	3
20969	936	deal funnier	3
20970	936	than his original	2
20971	936	his original	2
20972	937	Full of flatulence jokes and mild sexual references , Kung Pow !	1
20973	937	Full of flatulence jokes and mild sexual references , Kung Pow	1
20974	937	of flatulence jokes and mild sexual references , Kung Pow	2
20975	937	flatulence jokes and mild sexual references , Kung Pow	2
20976	937	flatulence jokes and	2
20977	937	flatulence jokes	2
20978	937	flatulence	1
20979	937	mild sexual references , Kung Pow	2
20980	937	mild sexual references ,	2
20981	937	mild sexual references	2
20982	937	mild	2
20983	937	sexual references	2
20984	937	references	2
20985	938	The whole affair is as predictable as can be .	2
20986	938	The whole affair	2
20987	938	whole affair	2
20988	938	is as predictable as can be .	2
20989	938	is as predictable as can be	1
20990	938	is as predictable	1
20991	938	as predictable	2
20992	938	as can be	2
20993	938	can be	2
20994	939	The film is a very good viewing alternative for young women .	3
20995	939	is a very good viewing alternative for young women .	3
20996	939	is a very good viewing alternative for young women	4
20997	939	a very good viewing alternative for young women	3
20998	939	a very good viewing alternative	3
20999	939	very good viewing alternative	3
21000	939	viewing alternative	2
21001	939	for young women	2
21002	939	young women	2
21003	940	To those who have not read the book , the film is a much better mother-daughter tale than last summer 's ` Divine Secrets of the Ya-Ya Sisterhood , ' but that 's not saying much .	3
21004	940	To those who have not read the book	2
21005	940	those who have not read the book	2
21006	940	who have not read the book	2
21007	940	have not read the book	2
21008	940	have not	2
21009	940	read the book	2
21010	940	, the film is a much better mother-daughter tale than last summer 's ` Divine Secrets of the Ya-Ya Sisterhood , ' but that 's not saying much .	2
21011	940	the film is a much better mother-daughter tale than last summer 's ` Divine Secrets of the Ya-Ya Sisterhood , ' but that 's not saying much .	2
21012	940	is a much better mother-daughter tale than last summer 's ` Divine Secrets of the Ya-Ya Sisterhood , ' but that 's not saying much .	2
21013	940	is a much better mother-daughter tale than last summer 's ` Divine Secrets of the Ya-Ya Sisterhood , ' but that 's not saying much	1
21014	940	is a much better mother-daughter tale	3
21015	940	a much better mother-daughter tale	3
21016	940	much better mother-daughter tale	3
21017	940	mother-daughter tale	2
21018	940	mother-daughter	2
21019	940	than last summer 's ` Divine Secrets of the Ya-Ya Sisterhood , ' but that 's not saying much	2
21020	940	than last summer 's ` Divine Secrets of the Ya-Ya Sisterhood , ' but	2
21021	940	than last summer 's ` Divine Secrets of the Ya-Ya Sisterhood , '	2
21022	940	than last summer 's ` Divine Secrets of the Ya-Ya Sisterhood ,	2
21023	940	than last summer 's ` Divine Secrets of the Ya-Ya Sisterhood	2
21024	940	last summer 's ` Divine Secrets of the Ya-Ya Sisterhood	2
21025	940	's ` Divine Secrets of the Ya-Ya Sisterhood	3
21026	940	's `	3
21027	940	Divine Secrets of the Ya-Ya Sisterhood	2
21028	940	Divine Secrets	2
21029	940	Divine	3
21030	940	Secrets	2
21031	940	of the Ya-Ya Sisterhood	3
21032	940	the Ya-Ya Sisterhood	3
21033	940	Ya-Ya Sisterhood	2
21034	940	Ya-Ya	2
21035	940	Sisterhood	2
21036	940	that 's not saying much	1
21037	940	's not saying much	2
21038	940	saying much	2
21039	941	But it also has many of the things that made the first one charming .	3
21040	941	it also has many of the things that made the first one charming .	3
21041	941	also has many of the things that made the first one charming .	3
21042	941	has many of the things that made the first one charming .	3
21043	941	has many of the things that made the first one charming	3
21044	941	many of the things that made the first one charming	3
21045	941	of the things that made the first one charming	2
21046	941	the things that made the first one charming	3
21047	941	that made the first one charming	2
21048	941	made the first one charming	3
21049	941	the first one charming	3
21050	941	the first one	2
21051	941	first one	2
21052	942	Sheridan	2
21053	942	terrified of the book 's irreverent energy , and scotches most	1
21054	942	terrified	2
21055	942	of the book 's irreverent energy , and scotches most	2
21056	942	the book 's irreverent energy , and scotches most	1
21057	942	the book 's irreverent energy , and	2
21058	942	the book 's irreverent energy ,	3
21059	942	the book 's irreverent energy	3
21060	942	the book 's	2
21061	942	book 's	2
21062	942	irreverent energy	3
21063	942	irreverent	2
21064	942	scotches most	2
21065	942	scotches	2
21066	942	humor , bile , and irony	2
21067	942	, bile , and irony	1
21068	942	bile , and irony	1
21069	942	bile	0
21070	942	, and irony	2
21071	942	irony	1
21072	943	This slight premise ... works because of the ideal casting of the masterful British actor Ian Holm as the aged Napoleon .	3
21073	943	This slight premise ... works because of the ideal casting of the masterful British actor Ian Holm as the aged Napoleon	3
21074	943	This slight premise ...	2
21075	943	This slight premise	1
21076	943	slight premise	2
21077	943	works because of the ideal casting of the masterful British actor Ian Holm as the aged Napoleon	3
21078	943	works because of the ideal casting of the masterful British actor Ian Holm	3
21079	943	because of the ideal casting of the masterful British actor Ian Holm	3
21080	943	of the ideal casting of the masterful British actor Ian Holm	4
21081	943	the ideal casting of the masterful British actor Ian Holm	3
21082	943	the ideal casting	3
21083	943	ideal casting	3
21084	943	ideal	3
21085	943	of the masterful British actor Ian Holm	3
21086	943	the masterful British actor Ian Holm	4
21087	943	masterful British actor Ian Holm	4
21088	943	British actor Ian Holm	2
21089	943	actor Ian Holm	2
21090	943	Ian Holm	2
21091	943	Ian	2
21092	943	Holm	2
21093	943	as the aged Napoleon	2
21094	943	the aged Napoleon	2
21095	943	aged Napoleon	2
21096	943	aged	1
21097	943	Napoleon	2
21098	944	But never mind all that ; the boobs are fantasti	3
21099	944	never mind all that ; the boobs are fantasti	3
21100	944	mind all that ; the boobs are fantasti	2
21101	944	all that ; the boobs are fantasti	2
21102	944	all that ;	2
21103	944	the boobs are fantasti	3
21104	944	the boobs	2
21105	944	boobs	3
21106	944	are fantasti	3
21107	944	fantasti	3
21108	945	About Schmidt is Nicholson 's goofy , heartfelt , mesmerizing King Lear .	3
21109	945	is Nicholson 's goofy , heartfelt , mesmerizing King Lear .	3
21110	945	is Nicholson 's goofy , heartfelt , mesmerizing King Lear	3
21111	945	Nicholson 's goofy , heartfelt , mesmerizing King Lear	3
21112	945	Nicholson 's	2
21113	945	Nicholson	2
21114	945	goofy , heartfelt , mesmerizing King Lear	4
21115	945	, heartfelt , mesmerizing King Lear	3
21116	945	heartfelt , mesmerizing King Lear	4
21117	945	, mesmerizing King Lear	2
21118	945	mesmerizing King Lear	2
21119	945	King Lear	3
21120	945	Lear	2
21121	946	It is most of the things Costner movies are known for ; it 's sanctimonious , self-righteous and so eager to earn our love that you want to slap it .	1
21122	946	It is most of the things Costner movies are known for ; it 's sanctimonious , self-righteous and so eager to earn our love that you want to slap it	1
21123	946	It is most of the things Costner movies are known for ;	2
21124	946	It is most of the things Costner movies are known for	2
21125	946	is most of the things Costner movies are known for	2
21126	946	most of the things Costner movies are known for	2
21127	946	of the things Costner movies are known for	3
21128	946	the things Costner movies are known for	2
21129	946	Costner movies are known for	2
21130	946	Costner movies	2
21131	946	Costner	2
21132	946	are known for	2
21133	946	known for	2
21134	946	known	2
21135	946	it 's sanctimonious , self-righteous and so eager to earn our love that you want to slap it	0
21136	946	's sanctimonious , self-righteous and so eager to earn our love that you want to slap it	1
21137	946	's sanctimonious , self-righteous and so eager to earn our love	2
21138	946	's sanctimonious , self-righteous and so eager	1
21139	946	sanctimonious , self-righteous and so eager	2
21140	946	sanctimonious , self-righteous and	1
21141	946	sanctimonious , self-righteous	1
21142	946	sanctimonious ,	2
21143	946	sanctimonious	1
21144	946	self-righteous	2
21145	946	so eager	2
21146	946	eager	2
21147	946	to earn our love	2
21148	946	earn our love	3
21149	946	our love	2
21150	946	that you want to slap it	1
21151	946	you want to slap it	1
21152	946	want to slap it	1
21153	946	to slap it	2
21154	946	slap it	2
21155	946	slap	1
21156	947	This is a very funny , heartwarming film .	4
21157	947	is a very funny , heartwarming film .	4
21158	947	is a very funny , heartwarming film	4
21159	947	a very funny , heartwarming film	4
21160	947	very funny , heartwarming film	4
21161	947	, heartwarming film	4
21162	947	heartwarming film	3
21163	947	heartwarming	3
21164	948	It 's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety .	3
21165	948	's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety .	3
21166	948	's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety	3
21167	948	a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety	3
21168	948	a piece of handiwork	2
21169	948	a piece	2
21170	948	of handiwork	2
21171	948	handiwork	2
21172	948	that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety	3
21173	948	shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety	2
21174	948	shows its indie tatters and self-conscious seams in places , but	2
21175	948	shows its indie tatters and self-conscious seams in places ,	1
21176	948	shows its indie tatters and self-conscious seams in places	1
21177	948	shows its indie tatters and self-conscious seams	1
21178	948	its indie tatters and self-conscious seams	2
21179	948	indie tatters and self-conscious seams	1
21180	948	tatters and self-conscious seams	2
21181	948	and self-conscious seams	1
21182	948	self-conscious seams	2
21183	948	seams	2
21184	948	in places	2
21185	948	has some quietly moving moments and an intelligent subtlety	3
21186	948	some quietly moving moments and an intelligent subtlety	3
21187	948	quietly moving moments and an intelligent subtlety	3
21188	948	moving moments and an intelligent subtlety	3
21189	948	moments and an intelligent subtlety	3
21190	948	moments and	2
21191	948	an intelligent subtlety	2
21192	948	intelligent subtlety	3
21193	949	I was amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise .	4
21194	949	was amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise .	4
21195	949	was amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise	4
