,phrase,sentence_id,sentiment,length,word_list,word_counter,num_unique_words,guess,guess-sentiment
1504,"Cacoyannis ' vision is far less mature , interpreting the play as a call for pity and sympathy for anachronistic phantasms haunting the imagined glory of their own pasts .",658,3,171,"['cacoyannis', 'vision', 'far', 'less', 'mature', 'interpreting', 'the', 'play', 'call', 'for', 'pity', 'and', 'sympathy', 'for', 'anachronistic', 'phantasms', 'haunting', 'the', 'imagined', 'glory', 'their', 'own', 'pasts']","Counter({'for': 2, 'the': 2, 'pity': 1, 'and': 1, 'play': 1, 'glory': 1, 'haunting': 1, 'phantasms': 1, 'less': 1, 'far': 1, 'pasts': 1, 'anachronistic': 1, 'sympathy': 1, 'own': 1, 'call': 1, 'interpreting': 1, 'mature': 1, 'cacoyannis': 1, 'imagined': 1, 'their': 1, 'vision': 1})",21,3.0,0.0
1505,"Shanghai Ghetto should be applauded for finding a new angle on a tireless story , but you might want to think twice before booking passage .",7746,4,140,"['shanghai', 'ghetto', 'should', 'applauded', 'for', 'finding', 'new', 'angle', 'tireless', 'story', 'but', 'you', 'might', 'want', 'think', 'twice', 'before', 'booking', 'passage']","Counter({'story': 1, 'think': 1, 'angle': 1, 'for': 1, 'passage': 1, 'shanghai': 1, 'but': 1, 'should': 1, 'twice': 1, 'applauded': 1, 'want': 1, 'finding': 1, 'new': 1, 'you': 1, 'before': 1, 'might': 1, 'tireless': 1, 'booking': 1, 'ghetto': 1})",19,4.0,0.0
1506,Beautiful to watch and holds a certain charm .,5929,4,46,"['beautiful', 'watch', 'and', 'holds', 'certain', 'charm']","Counter({'beautiful': 1, 'and': 1, 'certain': 1, 'holds': 1, 'watch': 1, 'charm': 1})",6,4.0,0.0
1507,"A loud , brash and mainly unfunny high school comedy .",1616,2,54,"['loud', 'brash', 'and', 'mainly', 'unfunny', 'high', 'school', 'comedy']","Counter({'and': 1, 'brash': 1, 'school': 1, 'unfunny': 1, 'mainly': 1, 'high': 1, 'comedy': 1, 'loud': 1})",8,3.0,1.0
1508,"Nicole Holofcenter , the insightful writer\/director responsible for this illuminating comedy does n't wrap the proceedings up neatly but the ideas tie together beautifully .",1872,4,174,"['nicole', 'holofcenter', 'the', 'insightful', 'writerdirector', 'responsible', 'for', 'this', 'illuminating', 'comedy', 'does', 'wrap', 'the', 'proceedings', 'neatly', 'but', 'the', 'ideas', 'tie', 'together', 'beautifully']","Counter({'the': 3, 'comedy': 1, 'but': 1, 'for': 1, 'this': 1, 'together': 1, 'responsible': 1, 'ideas': 1, 'neatly': 1, 'proceedings': 1, 'illuminating': 1, 'does': 1, 'beautifully': 1, 'wrap': 1, 'tie': 1, 'holofcenter': 1, 'insightful': 1, 'nicole': 1, 'writerdirector': 1})",19,4.0,0.0
1509,"`` Sweet Home Alabama '' is what it is -- a nice , harmless date film ...",7877,3,73,"['sweet', 'home', 'alabama', 'what', 'nice', 'harmless', 'date', 'film']","Counter({'what': 1, 'sweet': 1, 'harmless': 1, 'date': 1, 'home': 1, 'alabama': 1, 'film': 1, 'nice': 1})",8,4.0,1.0
1510,An entertaining documentary that freshly considers arguments the Bard 's immortal plays were written by somebody else .,3623,4,119,"['entertaining', 'documentary', 'that', 'freshly', 'considers', 'arguments', 'the', 'bard', 'immortal', 'plays', 'were', 'written', 'somebody', 'else']","Counter({'the': 1, 'plays': 1, 'that': 1, 'immortal': 1, 'written': 1, 'arguments': 1, 'freshly': 1, 'were': 1, 'somebody': 1, 'entertaining': 1, 'else': 1, 'documentary': 1, 'considers': 1, 'bard': 1})",14,4.0,0.0
1511,The latest Adam Sandler assault and possibly the worst film of the year .,2816,2,73,"['the', 'latest', 'adam', 'sandler', 'assault', 'and', 'possibly', 'the', 'worst', 'film', 'the', 'year']","Counter({'the': 3, 'and': 1, 'possibly': 1, 'assault': 1, 'worst': 1, 'adam': 1, 'year': 1, 'sandler': 1, 'film': 1, 'latest': 1})",10,3.0,1.0
1512,I 'd watch these two together again in a New York minute .,711,4,58,"['watch', 'these', 'two', 'together', 'again', 'new', 'york', 'minute']","Counter({'again': 1, 'these': 1, 'watch': 1, 'two': 1, 'together': 1, 'york': 1, 'new': 1, 'minute': 1})",8,4.0,0.0
1513,Combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why did n't Hollywood think of this sooner ?,3941,4,155,"['combine', 'the', 'paranoid', 'claustrophobia', 'submarine', 'movie', 'with', 'the', 'unsettling', 'spookiness', 'the', 'supernatural', 'why', 'did', 'hollywood', 'think', 'this', 'sooner', '?']","Counter({'the': 3, 'this': 1, 'unsettling': 1, 'paranoid': 1, 'movie': 1, 'hollywood': 1, 'spookiness': 1, 'sooner': 1, 'think': 1, 'did': 1, 'submarine': 1, 'combine': 1, 'claustrophobia': 1, 'supernatural': 1, 'with': 1, 'why': 1, '?': 1})",17,4.0,0.0
1514,"A feature-length , R-rated , road-trip version of Mama 's Family .",6190,3,66,"['featurelength', 'rrated', 'roadtrip', 'version', 'mama', 'family']","Counter({'version': 1, 'family': 1, 'roadtrip': 1, 'featurelength': 1, 'rrated': 1, 'mama': 1})",6,2.0,-1.0
1515,The directive to protect the code at all costs also begins to blur as the importance of the man and the code merge,447,3,114,"['the', 'directive', 'protect', 'the', 'code', 'all', 'costs', 'also', 'begins', 'blur', 'the', 'importance', 'the', 'man', 'and', 'the', 'code', 'merge']","Counter({'the': 5, 'code': 2, 'begins': 1, 'and': 1, 'protect': 1, 'directive': 1, 'merge': 1, 'importance': 1, 'all': 1, 'also': 1, 'costs': 1, 'blur': 1, 'man': 1})",13,3.0,0.0
1516,The entire movie is so formulaic and forgettable that it 's hardly over before it begins to fade from memory .,5251,2,110,"['the', 'entire', 'movie', 'formulaic', 'and', 'forgettable', 'that', 'hardly', 'over', 'before', 'begins', 'fade', 'from', 'memory']","Counter({'and': 1, 'entire': 1, 'from': 1, 'fade': 1, 'that': 1, 'movie': 1, 'forgettable': 1, 'formulaic': 1, 'begins': 1, 'memory': 1, 'the': 1, 'hardly': 1, 'over': 1, 'before': 1})",14,3.0,1.0
1517,` This movie sucks . ',539,1,22,"['this', 'movie', 'sucks']","Counter({'this': 1, 'movie': 1, 'sucks': 1})",3,3.0,2.0
1518,The Pianist is Polanski 's best film .,6779,4,38,"['the', 'pianist', 'polanski', 'best', 'film']","Counter({'the': 1, 'pianist': 1, 'film': 1, 'best': 1, 'polanski': 1})",5,4.0,0.0
1519,Jarecki and Gibney do find enough material to bring Kissinger 's record into question and explain how the diplomat 's tweaked version of statecraft may have cost thousands and possibly millions of lives .,6080,3,204,"['jarecki', 'and', 'gibney', 'find', 'enough', 'material', 'bring', 'kissinger', 'record', 'into', 'question', 'and', 'explain', 'how', 'the', 'diplomat', 'tweaked', 'version', 'statecraft', 'may', 'have', 'cost', 'thousands', 'and', 'possibly', 'millions', 'lives']","Counter({'and': 3, 'jarecki': 1, 'into': 1, 'statecraft': 1, 'cost': 1, 'have': 1, 'find': 1, 'millions': 1, 'diplomat': 1, 'explain': 1, 'question': 1, 'how': 1, 'enough': 1, 'version': 1, 'thousands': 1, 'may': 1, 'material': 1, 'possibly': 1, 'lives': 1, 'tweaked': 1, 'kissinger': 1, 'bring': 1, 'gibney': 1, 'record': 1, 'the': 1})",25,3.0,0.0
1520,A tedious parable about honesty and good sportsmanship .,7973,3,56,"['tedious', 'parable', 'about', 'honesty', 'and', 'good', 'sportsmanship']","Counter({'tedious': 1, 'and': 1, 'parable': 1, 'good': 1, 'honesty': 1, 'sportsmanship': 1, 'about': 1})",7,4.0,1.0
1521,"One thing 's for sure -- if George Romero had directed this movie , it would n't have taken the protagonists a full hour to determine that in order to kill a zombie you must shoot it in the head .",7416,2,196,"['one', 'thing', 'for', 'sure', 'george', 'romero', 'had', 'directed', 'this', 'movie', 'would', 'have', 'taken', 'the', 'protagonists', 'full', 'hour', 'determine', 'that', 'order', 'kill', 'zombie', 'you', 'must', 'shoot', 'the', 'head']","Counter({'the': 2, 'have': 1, 'romero': 1, 'one': 1, 'full': 1, 'kill': 1, 'determine': 1, 'george': 1, 'would': 1, 'movie': 1, 'had': 1, 'taken': 1, 'you': 1, 'shoot': 1, 'head': 1, 'sure': 1, 'that': 1, 'zombie': 1, 'must': 1, 'directed': 1, 'for': 1, 'hour': 1, 'this': 1, 'thing': 1, 'protagonists': 1, 'order': 1})",26,3.0,1.0
1522,"The result is a powerful , naturally dramatic piece of low-budget filmmaking .",878,4,78,"['the', 'result', 'powerful', 'naturally', 'dramatic', 'piece', 'lowbudget', 'filmmaking']","Counter({'lowbudget': 1, 'powerful': 1, 'dramatic': 1, 'result': 1, 'filmmaking': 1, 'the': 1, 'piece': 1, 'naturally': 1})",8,4.0,0.0
1523,A period story about a Catholic boy who tries to help a Jewish friend get into heaven by sending the audience straight to hell .,8432,3,128,"['period', 'story', 'about', 'catholic', 'boy', 'who', 'tries', 'help', 'jewish', 'friend', 'get', 'into', 'heaven', 'sending', 'the', 'audience', 'straight', 'hell']","Counter({'boy': 1, 'about': 1, 'heaven': 1, 'help': 1, 'catholic': 1, 'jewish': 1, 'into': 1, 'who': 1, 'story': 1, 'period': 1, 'tries': 1, 'sending': 1, 'audience': 1, 'straight': 1, 'hell': 1, 'get': 1, 'the': 1, 'friend': 1})",18,3.0,0.0
1524,A muddy psychological thriller rife with miscalculations .,5285,2,58,"['muddy', 'psychological', 'thriller', 'rife', 'with', 'miscalculations']","Counter({'rife': 1, 'with': 1, 'muddy': 1, 'psychological': 1, 'miscalculations': 1, 'thriller': 1})",6,4.0,2.0
1525,"Priggish , lethargically paced parable of renewal .",8308,3,51,"['priggish', 'lethargically', 'paced', 'parable', 'renewal']","Counter({'lethargically': 1, 'parable': 1, 'renewal': 1, 'paced': 1, 'priggish': 1})",5,0.0,-3.0
1526,"This toothless Dog , already on cable , loses all bite on the big screen .",556,2,74,"['this', 'toothless', 'dog', 'already', 'cable', 'loses', 'all', 'bite', 'the', 'big', 'screen']","Counter({'all': 1, 'already': 1, 'toothless': 1, 'cable': 1, 'this': 1, 'big': 1, 'bite': 1, 'dog': 1, 'loses': 1, 'the': 1, 'screen': 1})",11,3.0,1.0
1527,"As ex-Marine Walter , who may or may not have shot Kennedy , actor Raymond J. Barry is perfectly creepy and believable .",4929,4,120,"['exmarine', 'walter', 'who', 'may', 'may', 'not', 'have', 'shot', 'kennedy', 'actor', 'raymond', 'barry', 'perfectly', 'creepy', 'and', 'believable']","Counter({'may': 2, 'and': 1, 'shot': 1, 'raymond': 1, 'kennedy': 1, 'barry': 1, 'who': 1, 'actor': 1, 'creepy': 1, 'exmarine': 1, 'have': 1, 'not': 1, 'believable': 1, 'perfectly': 1, 'walter': 1})",15,3.0,-1.0
1528,"The word that comes to mind , while watching Eric Rohmer 's tribute to a courageous Scottish lady , is painterly .",7332,3,114,"['the', 'word', 'that', 'comes', 'mind', 'while', 'watching', 'eric', 'rohmer', 'tribute', 'courageous', 'scottish', 'lady', 'painterly']","Counter({'scottish': 1, 'word': 1, 'painterly': 1, 'that': 1, 'watching': 1, 'mind': 1, 'courageous': 1, 'rohmer': 1, 'while': 1, 'tribute': 1, 'the': 1, 'lady': 1, 'eric': 1, 'comes': 1})",14,4.0,1.0
1529,The feature-length stretch ... strains the show 's concept .,4576,3,60,"['the', 'featurelength', 'stretch', 'strains', 'the', 'show', 'concept']","Counter({'the': 2, 'concept': 1, 'show': 1, 'stretch': 1, 'strains': 1, 'featurelength': 1})",6,3.0,0.0
1530,This is the kind of movie where the big scene is a man shot out of a cannon into a vat of ice cream .,6972,2,101,"['this', 'the', 'kind', 'movie', 'where', 'the', 'big', 'scene', 'man', 'shot', 'out', 'cannon', 'into', 'vat', 'ice', 'cream']","Counter({'the': 2, 'kind': 1, 'shot': 1, 'this': 1, 'movie': 1, 'into': 1, 'scene': 1, 'ice': 1, 'cannon': 1, 'big': 1, 'cream': 1, 'out': 1, 'where': 1, 'vat': 1, 'man': 1})",15,3.0,1.0
1531,This overproduced piece of dreck is shockingly bad and absolutely unnecessary .,491,3,79,"['this', 'overproduced', 'piece', 'dreck', 'shockingly', 'bad', 'and', 'absolutely', 'unnecessary']","Counter({'and': 1, 'this': 1, 'unnecessary': 1, 'absolutely': 1, 'bad': 1, 'dreck': 1, 'piece': 1, 'shockingly': 1, 'overproduced': 1})",9,2.0,-1.0
1532,Part of the film 's cheeky charm comes from its vintage schmaltz .,5656,4,66,"['part', 'the', 'film', 'cheeky', 'charm', 'comes', 'from', 'its', 'vintage', 'schmaltz']","Counter({'from': 1, 'schmaltz': 1, 'film': 1, 'vintage': 1, 'part': 1, 'charm': 1, 'cheeky': 1, 'the': 1, 'its': 1, 'comes': 1})",10,3.0,-1.0
1533,A lot smarter than your average Bond .,1997,3,38,"['lot', 'smarter', 'than', 'your', 'average', 'bond']","Counter({'smarter': 1, 'average': 1, 'your': 1, 'lot': 1, 'than': 1, 'bond': 1})",6,3.0,0.0
1534,"Sets animation back 30 years , musicals back 40 years and Judaism back at least 50 .",7486,3,84,"['sets', 'animation', 'back', 'years', 'musicals', 'back', 'years', 'and', 'judaism', 'back', 'least']","Counter({'back': 3, 'years': 2, 'and': 1, 'judaism': 1, 'least': 1, 'animation': 1, 'musicals': 1, 'sets': 1})",8,3.0,0.0
1535,"More than their unique residences , Home Movie is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it .",2921,4,182,"['more', 'than', 'their', 'unique', 'residences', 'home', 'movie', 'about', 'the', 'people', 'who', 'live', 'them', 'who', 'have', 'carved', 'their', 'own', 'comfortable', 'niche', 'the', 'world', 'and', 'have', 'been', 'kind', 'enough', 'share']","Counter({'have': 2, 'their': 2, 'who': 2, 'the': 2, 'and': 1, 'own': 1, 'people': 1, 'share': 1, 'them': 1, 'comfortable': 1, 'carved': 1, 'residences': 1, 'home': 1, 'movie': 1, 'enough': 1, 'been': 1, 'live': 1, 'more': 1, 'niche': 1, 'kind': 1, 'world': 1, 'unique': 1, 'than': 1, 'about': 1})",24,3.0,-1.0
1536,"J. Lo will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear : She 's a pretty woman , but she 's no working girl .",5469,4,164,"['will', 'earn', 'her', 'share', 'the', 'holiday', 'box', 'office', 'pie', 'although', 'this', 'movie', 'makes', 'one', 'thing', 'perfectly', 'clear', 'she', 'pretty', 'woman', 'but', 'she', 'working', 'girl']","Counter({'she': 2, 'office': 1, 'share': 1, 'pie': 1, 'one': 1, 'girl': 1, 'her': 1, 'movie': 1, 'pretty': 1, 'perfectly': 1, 'woman': 1, 'but': 1, 'although': 1, 'box': 1, 'earn': 1, 'holiday': 1, 'working': 1, 'this': 1, 'clear': 1, 'will': 1, 'thing': 1, 'the': 1, 'makes': 1})",23,3.0,-1.0
1537,A thoroughly entertaining comedy that uses Grant 's own twist of acidity to prevent itself from succumbing to its own bathos .,4872,4,126,"['thoroughly', 'entertaining', 'comedy', 'that', 'uses', 'grant', 'own', 'twist', 'acidity', 'prevent', 'itself', 'from', 'succumbing', 'its', 'own', 'bathos']","Counter({'own': 2, 'prevent': 1, 'from': 1, 'acidity': 1, 'grant': 1, 'thoroughly': 1, 'that': 1, 'twist': 1, 'itself': 1, 'uses': 1, 'entertaining': 1, 'comedy': 1, 'succumbing': 1, 'its': 1, 'bathos': 1})",15,4.0,0.0
1538,"A ` Girls Gone Wild ' video for the boho art-house crowd , The Burning Sensation is n't a definitive counter-cultural document -- its makers are n't removed and inquisitive enough for that .",5488,3,190,"['girls', 'gone', 'wild', 'video', 'for', 'the', 'boho', 'arthouse', 'crowd', 'the', 'burning', 'sensation', 'definitive', 'countercultural', 'document', 'its', 'makers', 'are', 'removed', 'and', 'inquisitive', 'enough', 'for', 'that']","Counter({'for': 2, 'the': 2, 'and': 1, 'gone': 1, 'crowd': 1, 'sensation': 1, 'inquisitive': 1, 'video': 1, 'are': 1, 'makers': 1, 'burning': 1, 'girls': 1, 'its': 1, 'enough': 1, 'document': 1, 'countercultural': 1, 'definitive': 1, 'that': 1, 'removed': 1, 'arthouse': 1, 'boho': 1, 'wild': 1})",22,3.0,0.0
1539,"Rollerball IS as bad as you think , and worse than you can imagine .",5220,2,68,"['rollerball', 'bad', 'you', 'think', 'and', 'worse', 'than', 'you', 'can', 'imagine']","Counter({'you': 2, 'and': 1, 'worse': 1, 'than': 1, 'bad': 1, 'rollerball': 1, 'imagine': 1, 'think': 1, 'can': 1})",9,3.0,1.0
1540,"This is a poster movie , a mediocre tribute to films like Them !",2356,2,64,"['this', 'poster', 'movie', 'mediocre', 'tribute', 'films', 'like', 'them', '!']","Counter({'!': 1, 'them': 1, 'like': 1, 'this': 1, 'poster': 1, 'movie': 1, 'films': 1, 'mediocre': 1, 'tribute': 1})",9,3.0,1.0
1541,"We hate -LRB- Madonna -RRB- within the film 's first five minutes , and she lacks the skill or presence to regain any ground .",1282,2,126,"['hate', 'lrb', 'madonna', 'rrb', 'within', 'the', 'film', 'first', 'five', 'minutes', 'and', 'she', 'lacks', 'the', 'skill', 'presence', 'regain', 'any', 'ground']","Counter({'the': 2, 'and': 1, 'regain': 1, 'lrb': 1, 'presence': 1, 'ground': 1, 'minutes': 1, 'within': 1, 'rrb': 1, 'any': 1, 'five': 1, 'she': 1, 'madonna': 1, 'lacks': 1, 'hate': 1, 'skill': 1, 'film': 1, 'first': 1})",18,3.0,1.0
1542,"The movie spends more time with Schneider than with newcomer McAdams , even though her performance is more interesting -LRB- and funnier -RRB- than his .",1230,3,153,"['the', 'movie', 'spends', 'more', 'time', 'with', 'schneider', 'than', 'with', 'newcomer', 'mcadams', 'even', 'though', 'her', 'performance', 'more', 'interesting', 'lrb', 'and', 'funnier', 'rrb', 'than', 'his']","Counter({'than': 2, 'with': 2, 'more': 2, 'even': 1, 'and': 1, 'lrb': 1, 'interesting': 1, 'her': 1, 'though': 1, 'movie': 1, 'schneider': 1, 'mcadams': 1, 'rrb': 1, 'his': 1, 'newcomer': 1, 'time': 1, 'performance': 1, 'the': 1, 'spends': 1, 'funnier': 1})",20,4.0,1.0
1543,To get at the root psychology of this film would require many sessions on the couch of Dr. Freud .,4445,2,98,"['get', 'the', 'root', 'psychology', 'this', 'film', 'would', 'require', 'many', 'sessions', 'the', 'couch', 'freud']","Counter({'the': 2, 'psychology': 1, 'would': 1, 'get': 1, 'this': 1, 'many': 1, 'require': 1, 'sessions': 1, 'couch': 1, 'freud': 1, 'root': 1, 'film': 1})",12,3.0,1.0
1544,"The soupy end result has the odd distinction of being playful without being fun , too .",7618,3,87,"['the', 'soupy', 'end', 'result', 'has', 'the', 'odd', 'distinction', 'being', 'playful', 'without', 'being', 'fun', 'too']","Counter({'being': 2, 'the': 2, 'soupy': 1, 'end': 1, 'playful': 1, 'without': 1, 'result': 1, 'fun': 1, 'distinction': 1, 'has': 1, 'odd': 1, 'too': 1})",12,3.0,0.0
1545,"We get an image of Big Papa spanning history , rather than suspending it .",8221,2,74,"['get', 'image', 'big', 'papa', 'spanning', 'history', 'rather', 'than', 'suspending']","Counter({'get': 1, 'rather': 1, 'big': 1, 'image': 1, 'papa': 1, 'suspending': 1, 'spanning': 1, 'than': 1, 'history': 1})",9,3.0,1.0
1546,Abderrahmane Sissako 's Heremakono -LRB- Waiting for Happiness -RRB- is an elegiac portrait of a transit city on the West African coast struggling against foreign influences .,3235,3,175,"['abderrahmane', 'sissako', 'heremakono', 'lrb', 'waiting', 'for', 'happiness', 'rrb', 'elegiac', 'portrait', 'transit', 'city', 'the', 'west', 'african', 'coast', 'struggling', 'against', 'foreign', 'influences']","Counter({'city': 1, 'lrb': 1, 'for': 1, 'elegiac': 1, 'west': 1, 'transit': 1, 'rrb': 1, 'against': 1, 'coast': 1, 'heremakono': 1, 'waiting': 1, 'happiness': 1, 'influences': 1, 'african': 1, 'portrait': 1, 'sissako': 1, 'foreign': 1, 'the': 1, 'abderrahmane': 1, 'struggling': 1})",20,4.0,1.0
1547,"Though it pretends to expose the life of male hustlers , it 's exploitive without being insightful .",6252,3,100,"['though', 'pretends', 'expose', 'the', 'life', 'male', 'hustlers', 'exploitive', 'without', 'being', 'insightful']","Counter({'insightful': 1, 'life': 1, 'though': 1, 'being': 1, 'expose': 1, 'without': 1, 'hustlers': 1, 'exploitive': 1, 'the': 1, 'male': 1, 'pretends': 1})",11,4.0,1.0
1548,"Goofy , nutty , consistently funny .",571,4,36,"['goofy', 'nutty', 'consistently', 'funny']","Counter({'nutty': 1, 'goofy': 1, 'funny': 1, 'consistently': 1})",4,4.0,0.0
1549,You 'll feel like you ate a Reeses without the peanut butter ... ',6410,3,66,"['you', 'feel', 'like', 'you', 'ate', 'reeses', 'without', 'the', 'peanut', 'butter']","Counter({'you': 2, 'butter': 1, 'ate': 1, 'like': 1, 'feel': 1, 'peanut': 1, 'without': 1, 'the': 1, 'reeses': 1})",9,3.0,0.0
1550,"Fierce , glaring and unforgettable .",6471,4,36,"['fierce', 'glaring', 'and', 'unforgettable']","Counter({'fierce': 1, 'and': 1, 'glaring': 1, 'unforgettable': 1})",4,4.0,0.0
1551,"The movie certainly has its share of clever moments and biting dialogue , but there 's just not much lurking below its abstract surface .",4194,4,137,"['the', 'movie', 'certainly', 'has', 'its', 'share', 'clever', 'moments', 'and', 'biting', 'dialogue', 'but', 'there', 'just', 'not', 'much', 'lurking', 'below', 'its', 'abstract', 'surface']","Counter({'its': 2, 'and': 1, 'certainly': 1, 'clever': 1, 'just': 1, 'moments': 1, 'movie': 1, 'abstract': 1, 'there': 1, 'share': 1, 'dialogue': 1, 'but': 1, 'below': 1, 'much': 1, 'surface': 1, 'lurking': 1, 'not': 1, 'biting': 1, 'the': 1, 'has': 1})",20,3.0,-1.0
1552,"By no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act , it still comes off as a touching , transcendent love story .",7630,4,206,"['means', 'slamdunk', 'and', 'sure', 'ultimately', 'disappoint', 'the', 'action', 'fans', 'who', 'will', 'moved', 'the', 'edge', 'their', 'seats', 'the', 'dynamic', 'first', 'act', 'still', 'comes', 'off', 'touching', 'transcendent', 'love', 'story']","Counter({'the': 3, 'and': 1, 'love': 1, 'dynamic': 1, 'seats': 1, 'still': 1, 'ultimately': 1, 'their': 1, 'fans': 1, 'transcendent': 1, 'disappoint': 1, 'sure': 1, 'means': 1, 'moved': 1, 'who': 1, 'story': 1, 'touching': 1, 'off': 1, 'slamdunk': 1, 'will': 1, 'edge': 1, 'act': 1, 'action': 1, 'comes': 1, 'first': 1})",25,4.0,0.0
1553,offers an interesting bit of speculation as to the issues Brecht faced as his life drew to a close .,749,3,100,"['offers', 'interesting', 'bit', 'speculation', 'the', 'issues', 'brecht', 'faced', 'his', 'life', 'drew', 'close']","Counter({'faced': 1, 'the': 1, 'brecht': 1, 'his': 1, 'interesting': 1, 'life': 1, 'drew': 1, 'offers': 1, 'close': 1, 'bit': 1, 'speculation': 1, 'issues': 1})",12,3.0,0.0
1554,Consummate actor Barry has done excellent work here .,6611,4,53,"['consummate', 'actor', 'barry', 'has', 'done', 'excellent', 'work', 'here']","Counter({'barry': 1, 'work': 1, 'actor': 1, 'done': 1, 'here': 1, 'excellent': 1, 'consummate': 1, 'has': 1})",8,4.0,0.0
1555,"Despite the film 's bizarre developments , Hoffman keeps us riveted with every painful nuance , unexpected flashes of dark comedy and the character 's gripping humanity .",4041,4,170,"['despite', 'the', 'film', 'bizarre', 'developments', 'hoffman', 'keeps', 'riveted', 'with', 'every', 'painful', 'nuance', 'unexpected', 'flashes', 'dark', 'comedy', 'and', 'the', 'character', 'gripping', 'humanity']","Counter({'the': 2, 'and': 1, 'humanity': 1, 'gripping': 1, 'painful': 1, 'riveted': 1, 'hoffman': 1, 'keeps': 1, 'character': 1, 'flashes': 1, 'dark': 1, 'unexpected': 1, 'every': 1, 'film': 1, 'despite': 1, 'nuance': 1, 'comedy': 1, 'with': 1, 'bizarre': 1, 'developments': 1})",20,4.0,0.0
1556,... a pretentious and ultimately empty examination of a sick and evil woman .,7442,3,77,"['pretentious', 'and', 'ultimately', 'empty', 'examination', 'sick', 'and', 'evil', 'woman']","Counter({'and': 2, 'ultimately': 1, 'woman': 1, 'evil': 1, 'pretentious': 1, 'examination': 1, 'sick': 1, 'empty': 1})",8,3.0,0.0
1557,"Most of the information has already appeared in one forum or another and , no matter how Broomfield dresses it up , it tends to speculation , conspiracy theories or , at best , circumstantial evidence .",7433,3,202,"['most', 'the', 'information', 'has', 'already', 'appeared', 'one', 'forum', 'another', 'and', 'matter', 'how', 'broomfield', 'dresses', 'tends', 'speculation', 'conspiracy', 'theories', 'best', 'circumstantial', 'evidence']","Counter({'and': 1, 'information': 1, 'already': 1, 'evidence': 1, 'forum': 1, 'matter': 1, 'appeared': 1, 'circumstantial': 1, 'theories': 1, 'how': 1, 'one': 1, 'most': 1, 'conspiracy': 1, 'best': 1, 'another': 1, 'tends': 1, 'the': 1, 'has': 1, 'speculation': 1, 'dresses': 1, 'broomfield': 1})",21,3.0,0.0
1558,Psychologically savvy .,6477,4,23,"['psychologically', 'savvy']","Counter({'savvy': 1, 'psychologically': 1})",2,4.0,0.0
1559,"The wonderful combination of the sweetness and the extraordinary technical accomplishments of the first film are maintained , but its overall impact falls a little flat with a storyline that never quite delivers the original magic .",1103,4,232,"['the', 'wonderful', 'combination', 'the', 'sweetness', 'and', 'the', 'extraordinary', 'technical', 'accomplishments', 'the', 'first', 'film', 'are', 'maintained', 'but', 'its', 'overall', 'impact', 'falls', 'little', 'flat', 'with', 'storyline', 'that', 'never', 'quite', 'delivers', 'the', 'original', 'magic']","Counter({'the': 5, 'and': 1, 'maintained': 1, 'accomplishments': 1, 'are': 1, 'its': 1, 'film': 1, 'impact': 1, 'little': 1, 'wonderful': 1, 'flat': 1, 'combination': 1, 'that': 1, 'never': 1, 'overall': 1, 'but': 1, 'falls': 1, 'extraordinary': 1, 'delivers': 1, 'quite': 1, 'with': 1, 'magic': 1, 'technical': 1, 'storyline': 1, 'sweetness': 1, 'original': 1, 'first': 1})",27,4.0,0.0
1560,"The nonstop artifice ultimately proves tiresome , with the surface histrionics failing to compensate for the paper-thin characterizations and facile situations .",1099,3,161,"['the', 'nonstop', 'artifice', 'ultimately', 'proves', 'tiresome', 'with', 'the', 'surface', 'histrionics', 'failing', 'compensate', 'for', 'the', 'paperthin', 'characterizations', 'and', 'facile', 'situations']","Counter({'the': 3, 'and': 1, 'compensate': 1, 'ultimately': 1, 'histrionics': 1, 'for': 1, 'characterizations': 1, 'facile': 1, 'situations': 1, 'failing': 1, 'paperthin': 1, 'surface': 1, 'proves': 1, 'artifice': 1, 'tiresome': 1, 'with': 1, 'nonstop': 1})",17,3.0,0.0
1561,"is clever enough , though thin writing proves its undoing .",1009,3,59,"['clever', 'enough', 'though', 'thin', 'writing', 'proves', 'its', 'undoing']","Counter({'undoing': 1, 'clever': 1, 'though': 1, 'writing': 1, 'enough': 1, 'proves': 1, 'thin': 1, 'its': 1})",8,3.0,0.0
1562,The acting is n't much better .,8422,1,31,"['the', 'acting', 'much', 'better']","Counter({'better': 1, 'the': 1, 'much': 1, 'acting': 1})",4,3.0,2.0
1563,A lame romantic comedy about an unsympathetic character and someone who would not likely be so stupid as to get involved with her .,1277,2,131,"['lame', 'romantic', 'comedy', 'about', 'unsympathetic', 'character', 'and', 'someone', 'who', 'would', 'not', 'likely', 'stupid', 'get', 'involved', 'with', 'her']","Counter({'and': 1, 'her': 1, 'about': 1, 'someone': 1, 'romantic': 1, 'would': 1, 'lame': 1, 'involved': 1, 'who': 1, 'character': 1, 'unsympathetic': 1, 'likely': 1, 'stupid': 1, 'not': 1, 'get': 1, 'comedy': 1, 'with': 1})",17,3.0,1.0
