,phrase,sentence_id,sentiment,length,word_list,word_counter,num_unique_words,unique_word_density,guess,guess-sentiment
5600,"Brings together some of the biggest names in Japanese anime , with impressive results .",5305,4,87,"['brings', 'together', 'some', 'the', 'biggest', 'names', 'japanese', 'anime', 'with', 'impressive', 'results']","Counter({'impressive': 1, 'brings': 1, 'some': 1, 'japanese': 1, 'together': 1, 'results': 1, 'names': 1, 'biggest': 1, 'the': 1, 'with': 1, 'anime': 1})",11,1,3.0,-1.0
5601,"Not a bad choice here , assuming that ... the air-conditioning in the theater is working properly .",4021,3,99,"['not', 'bad', 'choice', 'here', 'assuming', 'that', 'the', 'airconditioning', 'the', 'theater', 'working', 'properly']","Counter({'the': 2, 'theater': 1, 'working': 1, 'that': 1, 'here': 1, 'choice': 1, 'bad': 1, 'properly': 1, 'assuming': 1, 'not': 1, 'airconditioning': 1})",11,0,3.0,0.0
5602,"A bonanza of wacky sight gags , outlandish color schemes , and corny visual puns that can be appreciated equally as an abstract Frank Tashlin comedy and as a playful recapitulation of the artist 's career .",6924,4,206,"['bonanza', 'wacky', 'sight', 'gags', 'outlandish', 'color', 'schemes', 'and', 'corny', 'visual', 'puns', 'that', 'can', 'appreciated', 'equally', 'abstract', 'frank', 'tashlin', 'comedy', 'and', 'playful', 'recapitulation', 'the', 'artist', 'career']","Counter({'and': 2, 'equally': 1, 'schemes': 1, 'sight': 1, 'color': 1, 'abstract': 1, 'wacky': 1, 'playful': 1, 'corny': 1, 'gags': 1, 'bonanza': 1, 'comedy': 1, 'that': 1, 'frank': 1, 'tashlin': 1, 'outlandish': 1, 'appreciated': 1, 'recapitulation': 1, 'artist': 1, 'career': 1, 'visual': 1, 'puns': 1, 'can': 1, 'the': 1})",24,0,4.0,0.0
5603,Meticulously uncovers a trail of outrageous force and craven concealment .,2277,3,74,"['meticulously', 'uncovers', 'trail', 'outrageous', 'force', 'and', 'craven', 'concealment']","Counter({'and': 1, 'uncovers': 1, 'force': 1, 'trail': 1, 'craven': 1, 'outrageous': 1, 'meticulously': 1, 'concealment': 1})",8,1,2.0,-1.0
5604,"... Stylistically , the movie is a disaster .",7675,1,45,"['stylistically', 'the', 'movie', 'disaster']","Counter({'movie': 1, 'the': 1, 'stylistically': 1, 'disaster': 1})",4,1,3.0,2.0
5605,More tiring than anything .,2282,2,27,"['more', 'tiring', 'than', 'anything']","Counter({'anything': 1, 'tiring': 1, 'than': 1, 'more': 1})",4,1,3.0,1.0
5606,Made me unintentionally famous -- as the queasy-stomached critic who staggered from the theater and blacked out in the lobby .,4214,3,126,"['made', 'unintentionally', 'famous', 'the', 'queasystomached', 'critic', 'who', 'staggered', 'from', 'the', 'theater', 'and', 'blacked', 'out', 'the', 'lobby']","Counter({'the': 3, 'and': 1, 'blacked': 1, 'made': 1, 'from': 1, 'queasystomached': 1, 'who': 1, 'famous': 1, 'critic': 1, 'staggered': 1, 'theater': 1, 'lobby': 1, 'unintentionally': 1, 'out': 1})",14,0,3.0,0.0
5607,"Though not for everyone , The Guys is a somber trip worth taking .",3854,3,66,"['though', 'not', 'for', 'everyone', 'the', 'guys', 'somber', 'trip', 'worth', 'taking']","Counter({'everyone': 1, 'for': 1, 'though': 1, 'taking': 1, 'somber': 1, 'worth': 1, 'not': 1, 'the': 1, 'guys': 1, 'trip': 1})",10,1,3.0,0.0
5608,"Its salient points are simultaneously buried , drowned and smothered in the excesses of writer-director Roger Avary .",7223,3,117,"['its', 'salient', 'points', 'are', 'simultaneously', 'buried', 'drowned', 'and', 'smothered', 'the', 'excesses', 'writerdirector', 'roger', 'avary']","Counter({'and': 1, 'salient': 1, 'simultaneously': 1, 'avary': 1, 'points': 1, 'roger': 1, 'are': 1, 'drowned': 1, 'excesses': 1, 'the': 1, 'writerdirector': 1, 'smothered': 1, 'its': 1, 'buried': 1})",14,1,3.0,0.0
5609,I saw Juwanna Mann so you do n't have to .,1779,2,42,"['saw', 'juwanna', 'mann', 'you', 'have']","Counter({'you': 1, 'saw': 1, 'have': 1, 'mann': 1, 'juwanna': 1})",5,1,2.0,0.0
5610,Falls short in explaining the music and its roots .,7084,2,51,"['falls', 'short', 'explaining', 'the', 'music', 'and', 'its', 'roots']","Counter({'and': 1, 'explaining': 1, 'short': 1, 'falls': 1, 'music': 1, 'the': 1, 'its': 1, 'roots': 1})",8,1,3.0,1.0
5611,"... Ice Age treads predictably along familiar territory , making it a passable family film that wo n't win many fans over the age of 12 .",2197,3,137,"['ice', 'age', 'treads', 'predictably', 'along', 'familiar', 'territory', 'making', 'passable', 'family', 'film', 'that', 'win', 'many', 'fans', 'over', 'the', 'age']","Counter({'age': 2, 'the': 1, 'passable': 1, 'family': 1, 'that': 1, 'predictably': 1, 'familiar': 1, 'many': 1, 'ice': 1, 'fans': 1, 'treads': 1, 'win': 1, 'making': 1, 'along': 1, 'territory': 1, 'over': 1, 'film': 1})",17,0,3.0,0.0
5612,"A triumph , a film that hews out a world and carries us effortlessly from darkness to light .",130,4,93,"['triumph', 'film', 'that', 'hews', 'out', 'world', 'and', 'carries', 'effortlessly', 'from', 'darkness', 'light']","Counter({'and': 1, 'from': 1, 'effortlessly': 1, 'darkness': 1, 'that': 1, 'light': 1, 'carries': 1, 'triumph': 1, 'hews': 1, 'world': 1, 'film': 1, 'out': 1})",12,1,4.0,0.0
5613,"Been there , done that , liked it much better the first time around - when it was called The Professional .",5823,3,107,"['been', 'there', 'done', 'that', 'liked', 'much', 'better', 'the', 'first', 'time', 'around', 'when', 'was', 'called', 'the', 'professional']","Counter({'the': 2, 'liked': 1, 'around': 1, 'that': 1, 'there': 1, 'when': 1, 'been': 1, 'better': 1, 'much': 1, 'done': 1, 'time': 1, 'professional': 1, 'was': 1, 'called': 1, 'first': 1})",15,0,3.0,0.0
5614,"In my opinion , Analyze That is not as funny or entertaining as Analyze This , but it is a respectable sequel .",1442,3,111,"['opinion', 'analyze', 'that', 'not', 'funny', 'entertaining', 'analyze', 'this', 'but', 'respectable', 'sequel']","Counter({'analyze': 2, 'funny': 1, 'that': 1, 'this': 1, 'sequel': 1, 'but': 1, 'respectable': 1, 'not': 1, 'opinion': 1, 'entertaining': 1})",10,0,3.0,0.0
5615,The dominant feeling is something like nostalgia . ',1993,3,52,"['the', 'dominant', 'feeling', 'something', 'like', 'nostalgia']","Counter({'dominant': 1, 'like': 1, 'nostalgia': 1, 'something': 1, 'the': 1, 'feeling': 1})",6,1,4.0,1.0
5616,"They 're just a couple of cops in Copmovieland , these two , but in Narc , they find new routes through a familiar neighborhood .",5077,3,129,"['they', 'just', 'couple', 'cops', 'copmovieland', 'these', 'two', 'but', 'narc', 'they', 'find', 'new', 'routes', 'through', 'familiar', 'neighborhood']","Counter({'they': 2, 'copmovieland': 1, 'neighborhood': 1, 'just': 1, 'these': 1, 'familiar': 1, 'couple': 1, 'two': 1, 'but': 1, 'cops': 1, 'through': 1, 'routes': 1, 'new': 1, 'find': 1, 'narc': 1})",15,0,4.0,1.0
5617,Melodrama with a message .,7492,3,26,"['melodrama', 'with', 'message']","Counter({'message': 1, 'melodrama': 1, 'with': 1})",3,1,3.0,0.0
5618,-LRB- A -RRB- poorly executed comedy .,5870,2,38,"['lrb', 'rrb', 'poorly', 'executed', 'comedy']","Counter({'executed': 1, 'comedy': 1, 'lrb': 1, 'rrb': 1, 'poorly': 1})",5,1,3.0,1.0
5619,An alternately raucous and sappy ethnic sitcom ... you 'd be wise to send your regrets .,1096,3,88,"['alternately', 'raucous', 'and', 'sappy', 'ethnic', 'sitcom', 'you', 'wise', 'send', 'your', 'regrets']","Counter({'and': 1, 'wise': 1, 'alternately': 1, 'sitcom': 1, 'send': 1, 'regrets': 1, 'raucous': 1, 'sappy': 1, 'ethnic': 1, 'you': 1, 'your': 1})",11,1,3.0,0.0
5620,Strident and inelegant in its ` message-movie ' posturing .,799,2,59,"['strident', 'and', 'inelegant', 'its', 'messagemovie', 'posturing']","Counter({'and': 1, 'messagemovie': 1, 'its': 1, 'inelegant': 1, 'posturing': 1, 'strident': 1})",6,1,4.0,2.0
5621,Thoroughly engrossing and ultimately tragic .,3182,4,45,"['thoroughly', 'engrossing', 'and', 'ultimately', 'tragic']","Counter({'and': 1, 'thoroughly': 1, 'ultimately': 1, 'engrossing': 1, 'tragic': 1})",5,1,4.0,0.0
5622,Phoned-in business as usual .,232,2,29,"['phonedin', 'business', 'usual']","Counter({'phonedin': 1, 'business': 1, 'usual': 1})",3,1,3.0,1.0
5623,"Unfunny and lacking any sense of commitment to or affection for its characters , the Reginald Hudlin comedy relies on toilet humor , ethnic slurs .",2211,3,147,"['unfunny', 'and', 'lacking', 'any', 'sense', 'commitment', 'affection', 'for', 'its', 'characters', 'the', 'reginald', 'hudlin', 'comedy', 'relies', 'toilet', 'humor', 'ethnic', 'slurs']","Counter({'and': 1, 'relies': 1, 'unfunny': 1, 'for': 1, 'lacking': 1, 'toilet': 1, 'ethnic': 1, 'reginald': 1, 'commitment': 1, 'its': 1, 'hudlin': 1, 'slurs': 1, 'characters': 1, 'sense': 1, 'humor': 1, 'the': 1, 'comedy': 1, 'any': 1, 'affection': 1})",19,1,3.0,0.0
5624,"But on the whole , you 're gonna like this movie .",7585,4,50,"['but', 'the', 'whole', 'you', 'gonna', 'like', 'this', 'movie']","Counter({'like': 1, 'this': 1, 'movie': 1, 'gonna': 1, 'but': 1, 'the': 1, 'whole': 1, 'you': 1})",8,1,3.0,-1.0
5625,This is not one of the movies you 'd want to watch if you only had a week to live .,6413,4,83,"['this', 'not', 'one', 'the', 'movies', 'you', 'want', 'watch', 'you', 'only', 'had', 'week', 'live']","Counter({'you': 2, 'week': 1, 'this': 1, 'had': 1, 'watch': 1, 'live': 1, 'one': 1, 'movies': 1, 'only': 1, 'want': 1, 'not': 1, 'the': 1})",12,0,3.0,-1.0
5626,a shifting tone that falls far short of the peculiarly moral amorality of -LRB- Woo 's -RRB- best work,6949,4,102,"['shifting', 'tone', 'that', 'falls', 'far', 'short', 'the', 'peculiarly', 'moral', 'amorality', 'lrb', 'woo', 'rrb', 'best', 'work']","Counter({'short': 1, 'tone': 1, 'that': 1, 'far': 1, 'peculiarly': 1, 'amorality': 1, 'rrb': 1, 'falls': 1, 'woo': 1, 'lrb': 1, 'shifting': 1, 'moral': 1, 'the': 1, 'work': 1, 'best': 1})",15,1,4.0,0.0
5627,"Hope keeps arising that the movie will live up to the apparent skills of its makers and the talents of its actors , but it does n't .",3339,4,133,"['hope', 'keeps', 'arising', 'that', 'the', 'movie', 'will', 'live', 'the', 'apparent', 'skills', 'its', 'makers', 'and', 'the', 'talents', 'its', 'actors', 'but', 'does']","Counter({'the': 3, 'its': 2, 'and': 1, 'that': 1, 'skills': 1, 'movie': 1, 'apparent': 1, 'talents': 1, 'but': 1, 'makers': 1, 'will': 1, 'live': 1, 'does': 1, 'actors': 1, 'keeps': 1, 'arising': 1, 'hope': 1})",17,0,3.0,-1.0
5628,A big meal of cliches that the talented cast generally chokes on .,3173,3,66,"['big', 'meal', 'cliches', 'that', 'the', 'talented', 'cast', 'generally', 'chokes']","Counter({'talented': 1, 'that': 1, 'cliches': 1, 'big': 1, 'generally': 1, 'chokes': 1, 'cast': 1, 'the': 1, 'meal': 1})",9,1,4.0,1.0
5629,This is rote drivel aimed at Mom and Dad 's wallet .,7753,2,52,"['this', 'rote', 'drivel', 'aimed', 'mom', 'and', 'dad', 'wallet']","Counter({'and': 1, 'dad': 1, 'this': 1, 'wallet': 1, 'drivel': 1, 'aimed': 1, 'mom': 1, 'rote': 1})",8,1,3.0,1.0
5630,A passionately inquisitive film determined to uncover the truth and hopefully inspire action .,4164,4,94,"['passionately', 'inquisitive', 'film', 'determined', 'uncover', 'the', 'truth', 'and', 'hopefully', 'inspire', 'action']","Counter({'and': 1, 'inspire': 1, 'passionately': 1, 'inquisitive': 1, 'determined': 1, 'truth': 1, 'hopefully': 1, 'action': 1, 'uncover': 1, 'the': 1, 'film': 1})",11,1,3.0,-1.0
5631,"Off the Hook is overlong and not well-acted , but credit writer-producer-director Adam Watstein with finishing it at all .",5990,3,122,"['off', 'the', 'hook', 'overlong', 'and', 'not', 'wellacted', 'but', 'credit', 'writerproducerdirector', 'adam', 'watstein', 'with', 'finishing', 'all']","Counter({'and': 1, 'all': 1, 'watstein': 1, 'off': 1, 'credit': 1, 'wellacted': 1, 'hook': 1, 'but': 1, 'writerproducerdirector': 1, 'not': 1, 'overlong': 1, 'the': 1, 'with': 1, 'finishing': 1, 'adam': 1})",15,1,3.0,0.0
5632,"Oops , she 's really done it this time .",1510,3,40,"['oops', 'she', 'really', 'done', 'this', 'time']","Counter({'this': 1, 'she': 1, 'done': 1, 'oops': 1, 'time': 1, 'really': 1})",6,1,3.0,0.0
5633,`` Abandon '' will leave you wanting to abandon the theater .,892,2,61,"['abandon', 'will', 'leave', 'you', 'wanting', 'abandon', 'the', 'theater']","Counter({'abandon': 2, 'leave': 1, 'theater': 1, 'will': 1, 'wanting': 1, 'you': 1, 'the': 1})",7,0,3.0,1.0
5634,Apparently reassembled from the cutting-room floor of any given daytime soap .,1628,3,78,"['apparently', 'reassembled', 'from', 'the', 'cuttingroom', 'floor', 'any', 'given', 'daytime', 'soap']","Counter({'given': 1, 'from': 1, 'cuttingroom': 1, 'floor': 1, 'reassembled': 1, 'daytime': 1, 'soap': 1, 'the': 1, 'apparently': 1, 'any': 1})",10,1,3.0,0.0
5635,"Loud , chaotic and largely unfunny .",8103,2,36,"['loud', 'chaotic', 'and', 'largely', 'unfunny']","Counter({'chaotic': 1, 'and': 1, 'unfunny': 1, 'loud': 1, 'largely': 1})",5,1,2.0,0.0
5636,"It 's tough being a black man in America , especially when the Man has taken away your car , your work-hours and denied you health insurance .",4100,3,142,"['tough', 'being', 'black', 'man', 'america', 'especially', 'when', 'the', 'man', 'has', 'taken', 'away', 'your', 'car', 'your', 'workhours', 'and', 'denied', 'you', 'health', 'insurance']","Counter({'your': 2, 'man': 2, 'and': 1, 'has': 1, 'tough': 1, 'especially': 1, 'being': 1, 'car': 1, 'away': 1, 'when': 1, 'workhours': 1, 'you': 1, 'black': 1, 'insurance': 1, 'denied': 1, 'taken': 1, 'health': 1, 'the': 1, 'america': 1})",19,0,3.0,0.0
5637,"Fathers and sons , and the uneasy bonds between them , rarely have received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film .",2133,4,178,"['fathers', 'and', 'sons', 'and', 'the', 'uneasy', 'bonds', 'between', 'them', 'rarely', 'have', 'received', 'such', 'sophisticated', 'and', 'unsentimental', 'treatment', 'the', 'big', 'screen', 'they', 'this', 'marvelous', 'film']","Counter({'and': 3, 'the': 2, 'received': 1, 'them': 1, 'they': 1, 'bonds': 1, 'this': 1, 'big': 1, 'fathers': 1, 'marvelous': 1, 'sophisticated': 1, 'uneasy': 1, 'sons': 1, 'treatment': 1, 'have': 1, 'between': 1, 'screen': 1, 'such': 1, 'rarely': 1, 'unsentimental': 1, 'film': 1})",21,0,4.0,0.0
5638,"Mr. Polanski is in his element here : alone , abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival .",120,4,181,"['polanski', 'his', 'element', 'here', 'alone', 'abandoned', 'but', 'still', 'consoled', 'his', 'art', 'which', 'more', 'than', 'has', 'ever', 'revealed', 'before', 'about', 'the', 'source', 'his', 'spiritual', 'survival']","Counter({'his': 3, 'spiritual': 1, 'polanski': 1, 'art': 1, 'still': 1, 'before': 1, 'source': 1, 'which': 1, 'has': 1, 'ever': 1, 'more': 1, 'consoled': 1, 'survival': 1, 'here': 1, 'but': 1, 'alone': 1, 'revealed': 1, 'than': 1, 'about': 1, 'abandoned': 1, 'element': 1, 'the': 1})",22,0,3.0,-1.0
5639,Would that Greengrass had gone a tad less for grit and a lot more for intelligibility .,3832,3,87,"['would', 'that', 'greengrass', 'had', 'gone', 'tad', 'less', 'for', 'grit', 'and', 'lot', 'more', 'for', 'intelligibility']","Counter({'for': 2, 'and': 1, 'gone': 1, 'intelligibility': 1, 'grit': 1, 'would': 1, 'that': 1, 'less': 1, 'had': 1, 'greengrass': 1, 'tad': 1, 'lot': 1, 'more': 1})",13,0,3.0,0.0
5640,An effortlessly accomplished and richly resonant work .,3202,4,55,"['effortlessly', 'accomplished', 'and', 'richly', 'resonant', 'work']","Counter({'and': 1, 'effortlessly': 1, 'work': 1, 'richly': 1, 'accomplished': 1, 'resonant': 1})",6,1,4.0,0.0
5641,Just plain silly .,2322,2,18,"['just', 'plain', 'silly']","Counter({'plain': 1, 'silly': 1, 'just': 1})",3,1,2.0,0.0
5642,Gently humorous and touching .,1676,3,30,"['gently', 'humorous', 'and', 'touching']","Counter({'humorous': 1, 'and': 1, 'touching': 1, 'gently': 1})",4,1,4.0,1.0
5643,"A photographic marvel of sorts , and it 's certainly an invaluable record of that special fishy community .",7206,4,107,"['photographic', 'marvel', 'sorts', 'and', 'certainly', 'invaluable', 'record', 'that', 'special', 'fishy', 'community']","Counter({'and': 1, 'certainly': 1, 'that': 1, 'community': 1, 'record': 1, 'fishy': 1, 'invaluable': 1, 'sorts': 1, 'photographic': 1, 'special': 1, 'marvel': 1})",11,1,4.0,0.0
5644,One thing you have to give them credit for : The message of the movie is consistent with the messages espoused in the company 's previous video work .,7542,3,150,"['one', 'thing', 'you', 'have', 'give', 'them', 'credit', 'for', 'the', 'message', 'the', 'movie', 'consistent', 'with', 'the', 'messages', 'espoused', 'the', 'company', 'previous', 'video', 'work']","Counter({'the': 4, 'them': 1, 'work': 1, 'for': 1, 'give': 1, 'consistent': 1, 'movie': 1, 'message': 1, 'credit': 1, 'messages': 1, 'one': 1, 'company': 1, 'thing': 1, 'video': 1, 'have': 1, 'you': 1, 'previous': 1, 'with': 1, 'espoused': 1})",19,0,3.0,0.0
5645,A plodding teen remake that 's so mechanical you can smell the grease on the plot twists .,1638,3,90,"['plodding', 'teen', 'remake', 'that', 'mechanical', 'you', 'can', 'smell', 'the', 'grease', 'the', 'plot', 'twists']","Counter({'the': 2, 'teen': 1, 'grease': 1, 'that': 1, 'twists': 1, 'remake': 1, 'plot': 1, 'can': 1, 'mechanical': 1, 'you': 1, 'smell': 1, 'plodding': 1})",12,0,3.0,0.0
5646,"A subtle , poignant picture of goodness that is flawed , compromised and sad .",494,3,78,"['subtle', 'poignant', 'picture', 'goodness', 'that', 'flawed', 'compromised', 'and', 'sad']","Counter({'and': 1, 'picture': 1, 'flawed': 1, 'that': 1, 'sad': 1, 'poignant': 1, 'compromised': 1, 'goodness': 1, 'subtle': 1})",9,1,4.0,1.0
5647,Far away .,5901,2,10,"['far', 'away']","Counter({'far': 1, 'away': 1})",2,1,4.0,2.0
5648,Consider this review life-affirming .,6589,3,37,"['consider', 'this', 'review', 'lifeaffirming']","Counter({'this': 1, 'lifeaffirming': 1, 'review': 1, 'consider': 1})",4,1,2.0,-1.0
5649,Not one moment in the enterprise did n't make me want to lie down in a dark room with something cool to my brow .,8370,4,113,"['not', 'one', 'moment', 'the', 'enterprise', 'did', 'make', 'want', 'lie', 'down', 'dark', 'room', 'with', 'something', 'cool', 'brow']","Counter({'lie': 1, 'room': 1, 'did': 1, 'with': 1, 'make': 1, 'one': 1, 'down': 1, 'moment': 1, 'something': 1, 'want': 1, 'enterprise': 1, 'not': 1, 'the': 1, 'dark': 1, 'brow': 1, 'cool': 1})",16,1,3.0,-1.0
5650,"Were it not for a sentimental resolution that explains way more about Cal than does the movie or the character any good , Freundlich 's World Traveler might have been one of the more daring and surprising American movies of the year .",793,4,234,"['were', 'not', 'for', 'sentimental', 'resolution', 'that', 'explains', 'way', 'more', 'about', 'cal', 'than', 'does', 'the', 'movie', 'the', 'character', 'any', 'good', 'freundlich', 'world', 'traveler', 'might', 'have', 'been', 'one', 'the', 'more', 'daring', 'and', 'surprising', 'american', 'movies', 'the', 'year']","Counter({'the': 4, 'more': 2, 'and': 1, 'one': 1, 'have': 1, 'year': 1, 'traveler': 1, 'any': 1, 'daring': 1, 'for': 1, 'movie': 1, 'character': 1, 'been': 1, 'does': 1, 'way': 1, 'explains': 1, 'good': 1, 'that': 1, 'freundlich': 1, 'were': 1, 'not': 1, 'world': 1, 'than': 1, 'about': 1, 'sentimental': 1, 'surprising': 1, 'might': 1, 'movies': 1, 'american': 1, 'cal': 1, 'resolution': 1})",31,0,3.0,-1.0
5651,Aan opportunity wasted .,5111,2,24,"['aan', 'opportunity', 'wasted']","Counter({'wasted': 1, 'aan': 1, 'opportunity': 1})",3,1,2.0,0.0
5652,You have enough finely tuned acting to compensate for the movie 's failings .,2373,3,77,"['you', 'have', 'enough', 'finely', 'tuned', 'acting', 'compensate', 'for', 'the', 'movie', 'failings']","Counter({'compensate': 1, 'for': 1, 'movie': 1, 'enough': 1, 'tuned': 1, 'acting': 1, 'finely': 1, 'have': 1, 'you': 1, 'the': 1, 'failings': 1})",11,1,4.0,1.0
5653,Collapses after 30 minutes into a slap-happy series of adolescent violence .,7924,3,76,"['collapses', 'after', 'minutes', 'into', 'slaphappy', 'series', 'adolescent', 'violence']","Counter({'slaphappy': 1, 'violence': 1, 'adolescent': 1, 'series': 1, 'into': 1, 'after': 1, 'minutes': 1, 'collapses': 1})",8,1,3.0,0.0
5654,"Davis ' candid , archly funny and deeply authentic take on intimate relationships comes to fruition in her sophomore effort .",7210,4,125,"['davis', 'candid', 'archly', 'funny', 'and', 'deeply', 'authentic', 'take', 'intimate', 'relationships', 'comes', 'fruition', 'her', 'sophomore', 'effort']","Counter({'and': 1, 'funny': 1, 'her': 1, 'archly': 1, 'intimate': 1, 'deeply': 1, 'sophomore': 1, 'relationships': 1, 'effort': 1, 'candid': 1, 'take': 1, 'davis': 1, 'fruition': 1, 'authentic': 1, 'comes': 1})",15,1,4.0,0.0
5655,Matters play out realistically if not always fairly .,3337,3,53,"['matters', 'play', 'out', 'realistically', 'not', 'always', 'fairly']","Counter({'fairly': 1, 'play': 1, 'always': 1, 'realistically': 1, 'matters': 1, 'not': 1, 'out': 1})",7,1,3.0,0.0
5656,A fascinating documentary about the long and eventful spiritual journey of the guru who helped launch the New Age .,8018,4,115,"['fascinating', 'documentary', 'about', 'the', 'long', 'and', 'eventful', 'spiritual', 'journey', 'the', 'guru', 'who', 'helped', 'launch', 'the', 'new', 'age']","Counter({'the': 3, 'and': 1, 'about': 1, 'fascinating': 1, 'guru': 1, 'age': 1, 'who': 1, 'spiritual': 1, 'long': 1, 'launch': 1, 'helped': 1, 'journey': 1, 'new': 1, 'eventful': 1, 'documentary': 1})",15,0,4.0,0.0
5657,Earnest but heavy-handed .,2959,3,26,"['earnest', 'but', 'heavyhanded']","Counter({'earnest': 1, 'heavyhanded': 1, 'but': 1})",3,1,3.0,0.0
5658,Truly terrible .,1115,0,16,"['truly', 'terrible']","Counter({'terrible': 1, 'truly': 1})",2,1,3.0,3.0
5659,"While this film has an ` A ' list cast and some strong supporting players , the tale -- like its central figure , Vivi -- is just a little bit hard to love .",5001,4,157,"['while', 'this', 'film', 'has', 'list', 'cast', 'and', 'some', 'strong', 'supporting', 'players', 'the', 'tale', 'like', 'its', 'central', 'figure', 'vivi', 'just', 'little', 'bit', 'hard', 'love']","Counter({'and': 1, 'love': 1, 'figure': 1, 'hard': 1, 'some': 1, 'its': 1, 'film': 1, 'little': 1, 'just': 1, 'cast': 1, 'vivi': 1, 'has': 1, 'supporting': 1, 'bit': 1, 'strong': 1, 'central': 1, 'like': 1, 'this': 1, 'list': 1, 'tale': 1, 'players': 1, 'while': 1, 'the': 1})",23,1,4.0,0.0
5660,"Reno does what he can in a thankless situation , the film ricochets from humor to violence and back again , and Ryoko Hirosue makes us wonder if she is always like that .",8497,3,170,"['reno', 'does', 'what', 'can', 'thankless', 'situation', 'the', 'film', 'ricochets', 'from', 'humor', 'violence', 'and', 'back', 'again', 'and', 'ryoko', 'hirosue', 'makes', 'wonder', 'she', 'always', 'like', 'that']","Counter({'and': 2, 'ryoko': 1, 'reno': 1, 'ricochets': 1, 'film': 1, 'wonder': 1, 'again': 1, 'what': 1, 'from': 1, 'thankless': 1, 'does': 1, 'can': 1, 'that': 1, 'back': 1, 'hirosue': 1, 'humor': 1, 'like': 1, 'always': 1, 'violence': 1, 'she': 1, 'situation': 1, 'the': 1, 'makes': 1})",23,0,3.0,0.0
5661,"Enigma is well-made , but it 's just too dry and too placid .",3484,4,61,"['enigma', 'wellmade', 'but', 'just', 'too', 'dry', 'and', 'too', 'placid']","Counter({'too': 2, 'dry': 1, 'and': 1, 'just': 1, 'placid': 1, 'but': 1, 'wellmade': 1, 'enigma': 1})",8,0,4.0,0.0
5662,"With little visible talent and no energy , Colin Hanks is in bad need of major acting lessons and maybe a little coffee .",1477,3,121,"['with', 'little', 'visible', 'talent', 'and', 'energy', 'colin', 'hanks', 'bad', 'need', 'major', 'acting', 'lessons', 'and', 'maybe', 'little', 'coffee']","Counter({'and': 2, 'little': 2, 'lessons': 1, 'talent': 1, 'major': 1, 'maybe': 1, 'energy': 1, 'bad': 1, 'visible': 1, 'colin': 1, 'coffee': 1, 'acting': 1, 'need': 1, 'hanks': 1, 'with': 1})",15,0,3.0,0.0
5663,"Hugh Grant , who has a good line in charm , has never been more charming than in About a Boy .",3188,4,94,"['hugh', 'grant', 'who', 'has', 'good', 'line', 'charm', 'has', 'never', 'been', 'more', 'charming', 'than', 'about', 'boy']","Counter({'has': 2, 'boy': 1, 'about': 1, 'good': 1, 'grant': 1, 'who': 1, 'hugh': 1, 'been': 1, 'charming': 1, 'charm': 1, 'never': 1, 'line': 1, 'than': 1, 'more': 1})",14,0,4.0,0.0
5664,"-LRB- Green is -RRB- the comedy equivalent of Saddam Hussein , and I 'm just about ready to go to the U.N. and ask permission for a preemptive strike .",101,3,151,"['lrb', 'green', 'rrb', 'the', 'comedy', 'equivalent', 'saddam', 'hussein', 'and', 'just', 'about', 'ready', 'the', 'and', 'ask', 'permission', 'for', 'preemptive', 'strike']","Counter({'and': 2, 'the': 2, 'about': 1, 'lrb': 1, 'for': 1, 'just': 1, 'permission': 1, 'saddam': 1, 'equivalent': 1, 'rrb': 1, 'ask': 1, 'preemptive': 1, 'green': 1, 'ready': 1, 'comedy': 1, 'hussein': 1, 'strike': 1})",17,0,3.0,0.0
5665,He thinks the film is just as much a document about him as it is about the subject .,4860,2,84,"['thinks', 'the', 'film', 'just', 'much', 'document', 'about', 'him', 'about', 'the', 'subject']","Counter({'about': 2, 'the': 2, 'just': 1, 'him': 1, 'much': 1, 'document': 1, 'thinks': 1, 'film': 1, 'subject': 1})",9,0,3.0,1.0
5666,"If you like peace , you 'll like Promises .",3487,3,43,"['you', 'like', 'peace', 'you', 'like', 'promises']","Counter({'you': 2, 'like': 2, 'peace': 1, 'promises': 1})",4,0,4.0,1.0
5667,One key problem with these ardently Christian storylines is that there is never any question of how things will turn out .,5231,3,122,"['one', 'key', 'problem', 'with', 'these', 'ardently', 'christian', 'storylines', 'that', 'there', 'never', 'any', 'question', 'how', 'things', 'will', 'turn', 'out']","Counter({'never': 1, 'christian': 1, 'that': 1, 'these': 1, 'things': 1, 'there': 1, 'question': 1, 'storylines': 1, 'one': 1, 'will': 1, 'how': 1, 'ardently': 1, 'key': 1, 'problem': 1, 'turn': 1, 'with': 1, 'any': 1, 'out': 1})",18,1,3.0,0.0
5668,"Despite its faults , Gangs excels in spectacle and pacing .",6223,3,59,"['despite', 'its', 'faults', 'gangs', 'excels', 'spectacle', 'and', 'pacing']","Counter({'and': 1, 'gangs': 1, 'despite': 1, 'excels': 1, 'faults': 1, 'pacing': 1, 'spectacle': 1, 'its': 1})",8,1,4.0,1.0
5669,... silly humbuggery ...,284,1,24,"['silly', 'humbuggery']","Counter({'humbuggery': 1, 'silly': 1})",2,1,2.0,1.0
