,phrase,sentence_id,length,word_list,word_counter,num_unique_words
1507,"Its lack of quality earns it a place alongside those other two recent Dumas botch-jobs , The Man in the Iron Mask and The Musketeer .",10053,133,"['its', 'lack', 'quality', 'earns', 'place', 'alongside', 'those', 'other', 'two', 'recent', 'dumas', 'botchjobs', 'the', 'man', 'the', 'iron', 'mask', 'and', 'the', 'musketeer']","Counter({'the': 3, 'and': 1, 'lack': 1, 'earns': 1, 'musketeer': 1, 'alongside': 1, 'mask': 1, 'two': 1, 'dumas': 1, 'other': 1, 'place': 1, 'iron': 1, 'botchjobs': 1, 'man': 1, 'quality': 1, 'its': 1, 'those': 1, 'recent': 1})",18
1508,The characters are interesting and often very creatively constructed from figure to backstory .,10054,95,"['the', 'characters', 'are', 'interesting', 'and', 'often', 'very', 'creatively', 'constructed', 'from', 'figure', 'backstory']","Counter({'and': 1, 'from': 1, 'often': 1, 'figure': 1, 'very': 1, 'interesting': 1, 'are': 1, 'characters': 1, 'backstory': 1, 'creatively': 1, 'the': 1, 'constructed': 1})",12
1509,"Verbinski substitutes atmosphere for action , tedium for thrills .",10055,66,"['verbinski', 'substitutes', 'atmosphere', 'for', 'action', 'tedium', 'for', 'thrills']","Counter({'for': 2, 'tedium': 1, 'atmosphere': 1, 'substitutes': 1, 'action': 1, 'verbinski': 1, 'thrills': 1})",7
1510,"The film is just a big , gorgeous , mind-blowing , breath-taking mess .",10056,71,"['the', 'film', 'just', 'big', 'gorgeous', 'mindblowing', 'breathtaking', 'mess']","Counter({'breathtaking': 1, 'just': 1, 'mess': 1, 'big': 1, 'gorgeous': 1, 'mindblowing': 1, 'the': 1, 'film': 1})",8
1511,John McTiernan 's botched remake may be subtler than Norman Jewison 's 1975 ultraviolent futuristic corporate-sports saga .,10057,123,"['john', 'mctiernan', 'botched', 'remake', 'may', 'subtler', 'than', 'norman', 'jewison', '1975', 'ultraviolent', 'futuristic', 'corporatesports', 'saga']","Counter({'1975': 1, 'corporatesports': 1, 'norman': 1, 'mctiernan': 1, 'may': 1, 'botched': 1, 'ultraviolent': 1, 'subtler': 1, 'jewison': 1, 'saga': 1, 'remake': 1, 'john': 1, 'than': 1, 'futuristic': 1})",14
1512,"There ought to be a directing license , so that Ed Burns can have his revoked .",10058,79,"['there', 'ought', 'directing', 'license', 'that', 'burns', 'can', 'have', 'his', 'revoked']","Counter({'his': 1, 'revoked': 1, 'license': 1, 'that': 1, 'there': 1, 'directing': 1, 'can': 1, 'have': 1, 'burns': 1, 'ought': 1})",10
1513,"By the end of No Such Thing the audience , like Beatrice , has a watchful affection for the monster .",10059,101,"['the', 'end', 'such', 'thing', 'the', 'audience', 'like', 'beatrice', 'has', 'watchful', 'affection', 'for', 'the', 'monster']","Counter({'the': 3, 'watchful': 1, 'end': 1, 'like': 1, 'for': 1, 'beatrice': 1, 'thing': 1, 'audience': 1, 'such': 1, 'has': 1, 'affection': 1, 'monster': 1})",12
1514,Travels a fascinating arc from hope and euphoria to reality and disillusionment .,10060,81,"['travels', 'fascinating', 'arc', 'from', 'hope', 'and', 'euphoria', 'reality', 'and', 'disillusionment']","Counter({'and': 2, 'from': 1, 'fascinating': 1, 'disillusionment': 1, 'euphoria': 1, 'travels': 1, 'arc': 1, 'reality': 1, 'hope': 1})",9
1515,"If I had been thinking about the visual medium , they would have been doing something wrong .",10061,93,"['had', 'been', 'thinking', 'about', 'the', 'visual', 'medium', 'they', 'would', 'have', 'been', 'doing', 'something', 'wrong']","Counter({'been': 2, 'about': 1, 'medium': 1, 'have': 1, 'would': 1, 'thinking': 1, 'had': 1, 'wrong': 1, 'doing': 1, 'visual': 1, 'something': 1, 'they': 1, 'the': 1})",13
1516,This is so bad .,10062,16,"['this', 'bad']","Counter({'this': 1, 'bad': 1})",2
1517,Strong setup and ambitious goals fade as the film descends into unsophisticated scare tactics and B-film thuggery .,10063,115,"['strong', 'setup', 'and', 'ambitious', 'goals', 'fade', 'the', 'film', 'descends', 'into', 'unsophisticated', 'scare', 'tactics', 'and', 'bfilm', 'thuggery']","Counter({'and': 2, 'thuggery': 1, 'tactics': 1, 'fade': 1, 'setup': 1, 'descends': 1, 'scare': 1, 'goals': 1, 'ambitious': 1, 'unsophisticated': 1, 'the': 1, 'strong': 1, 'bfilm': 1, 'into': 1, 'film': 1})",15
1518,"On the bright side , it contains Jesse Ventura 's best work since the XFL .",10064,75,"['the', 'bright', 'side', 'contains', 'jesse', 'ventura', 'best', 'work', 'since', 'the', 'xfl']","Counter({'the': 2, 'xfl': 1, 'work': 1, 'since': 1, 'contains': 1, 'ventura': 1, 'bright': 1, 'side': 1, 'best': 1, 'jesse': 1})",10
1519,"A simple , sometimes maddeningly slow film that has just enough charm and good acting to make it interesting , but is ultimately pulled under by the pacing and lack of creativity within .",10065,187,"['simple', 'sometimes', 'maddeningly', 'slow', 'film', 'that', 'has', 'just', 'enough', 'charm', 'and', 'good', 'acting', 'make', 'interesting', 'but', 'ultimately', 'pulled', 'under', 'the', 'pacing', 'and', 'lack', 'creativity', 'within']","Counter({'and': 2, 'just': 1, 'simple': 1, 'lack': 1, 'film': 1, 'ultimately': 1, 'slow': 1, 'interesting': 1, 'make': 1, 'creativity': 1, 'enough': 1, 'acting': 1, 'under': 1, 'has': 1, 'good': 1, 'that': 1, 'but': 1, 'charm': 1, 'sometimes': 1, 'pacing': 1, 'within': 1, 'the': 1, 'maddeningly': 1, 'pulled': 1})",24
1520,"Although Life or Something Like It is very much in the mold of feel-good movies , the cast and director Stephen Herek 's polished direction pour delightfully piquant wine from aged bottles .",10066,190,"['although', 'life', 'something', 'like', 'very', 'much', 'the', 'mold', 'feelgood', 'movies', 'the', 'cast', 'and', 'director', 'stephen', 'herek', 'polished', 'direction', 'pour', 'delightfully', 'piquant', 'wine', 'from', 'aged', 'bottles']","Counter({'the': 2, 'and': 1, 'polished': 1, 'direction': 1, 'something': 1, 'aged': 1, 'mold': 1, 'from': 1, 'movies': 1, 'herek': 1, 'much': 1, 'stephen': 1, 'feelgood': 1, 'life': 1, 'very': 1, 'director': 1, 'although': 1, 'bottles': 1, 'like': 1, 'piquant': 1, 'pour': 1, 'cast': 1, 'delightfully': 1, 'wine': 1})",24
1521,"All in all , there 's only one thing to root for : expulsion for everyone .",10067,75,"['all', 'all', 'there', 'only', 'one', 'thing', 'root', 'for', 'expulsion', 'for', 'everyone']","Counter({'all': 2, 'for': 2, 'everyone': 1, 'there': 1, 'one': 1, 'expulsion': 1, 'thing': 1, 'only': 1, 'root': 1})",9
1522,The cast is so low-wattage that none of the characters comes off as big ... and the setting remains indistinct .,10068,112,"['the', 'cast', 'lowwattage', 'that', 'none', 'the', 'characters', 'comes', 'off', 'big', 'and', 'the', 'setting', 'remains', 'indistinct']","Counter({'the': 3, 'and': 1, 'none': 1, 'off': 1, 'that': 1, 'remains': 1, 'big': 1, 'lowwattage': 1, 'cast': 1, 'setting': 1, 'characters': 1, 'indistinct': 1, 'comes': 1})",13
1523,Pumpkin sits in a patch somewhere between mirthless Todd Solondzian satire and callow student film .,10069,100,"['pumpkin', 'sits', 'patch', 'somewhere', 'between', 'mirthless', 'todd', 'solondzian', 'satire', 'and', 'callow', 'student', 'film']","Counter({'and': 1, 'solondzian': 1, 'mirthless': 1, 'somewhere': 1, 'callow': 1, 'todd': 1, 'satire': 1, 'patch': 1, 'student': 1, 'between': 1, 'sits': 1, 'film': 1, 'pumpkin': 1})",13
1524,To imagine the life of Harry Potter as a martial arts adventure told by a lobotomized Woody Allen is to have some idea of the fate that lies in store for moviegoers lured to the mediocrity that is Kung Pow : Enter the Fist .,10070,224,"['imagine', 'the', 'life', 'harry', 'potter', 'martial', 'arts', 'adventure', 'told', 'lobotomized', 'woody', 'allen', 'have', 'some', 'idea', 'the', 'fate', 'that', 'lies', 'store', 'for', 'moviegoers', 'lured', 'the', 'mediocrity', 'that', 'kung', 'pow', 'enter', 'the', 'fist']","Counter({'the': 4, 'that': 2, 'fist': 1, 'pow': 1, 'some': 1, 'idea': 1, 'martial': 1, 'have': 1, 'lobotomized': 1, 'allen': 1, 'arts': 1, 'for': 1, 'lured': 1, 'moviegoers': 1, 'store': 1, 'told': 1, 'life': 1, 'fate': 1, 'potter': 1, 'enter': 1, 'adventure': 1, 'imagine': 1, 'lies': 1, 'woody': 1, 'kung': 1, 'harry': 1, 'mediocrity': 1})",27
1525,Rarely has leukemia looked so shimmering and benign .,10071,53,"['rarely', 'has', 'leukemia', 'looked', 'shimmering', 'and', 'benign']","Counter({'and': 1, 'rarely': 1, 'shimmering': 1, 'leukemia': 1, 'looked': 1, 'benign': 1, 'has': 1})",7
1526,"A hideous , confusing spectacle , one that may well put the nail in the coffin of any future Rice adaptations .",10072,111,"['hideous', 'confusing', 'spectacle', 'one', 'that', 'may', 'well', 'put', 'the', 'nail', 'the', 'coffin', 'any', 'future', 'rice', 'adaptations']","Counter({'the': 2, 'any': 1, 'adaptations': 1, 'that': 1, 'may': 1, 'well': 1, 'one': 1, 'nail': 1, 'future': 1, 'spectacle': 1, 'put': 1, 'rice': 1, 'hideous': 1, 'coffin': 1, 'confusing': 1})",15
1527,"Might have been better off as a documentary , with less of Mr. Eyre 's uninspired dramatics and more of his sense of observation and outrage .",10073,142,"['might', 'have', 'been', 'better', 'off', 'documentary', 'with', 'less', 'eyre', 'uninspired', 'dramatics', 'and', 'more', 'his', 'sense', 'observation', 'and', 'outrage']","Counter({'and': 2, 'his': 1, 'off': 1, 'observation': 1, 'less': 1, 'with': 1, 'might': 1, 'dramatics': 1, 'been': 1, 'better': 1, 'eyre': 1, 'uninspired': 1, 'have': 1, 'sense': 1, 'outrage': 1, 'documentary': 1, 'more': 1})",17
1528,It made me want to wrench my eyes out of my head and toss them at the screen .,10074,78,"['made', 'want', 'wrench', 'eyes', 'out', 'head', 'and', 'toss', 'them', 'the', 'screen']","Counter({'and': 1, 'eyes': 1, 'made': 1, 'toss': 1, 'screen': 1, 'head': 1, 'them': 1, 'wrench': 1, 'want': 1, 'the': 1, 'out': 1})",11
1529,Nothing in Waking Up in Reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay .,10075,121,"['nothing', 'waking', 'reno', 'ever', 'inspired', 'think', 'its', 'inhabitants', 'anything', 'more', 'than', 'markers', 'screenplay']","Counter({'screenplay': 1, 'anything': 1, 'inhabitants': 1, 'than': 1, 'inspired': 1, 'reno': 1, 'waking': 1, 'its': 1, 'markers': 1, 'nothing': 1, 'ever': 1, 'think': 1, 'more': 1})",13
1530,The inherent strength of the material as well as the integrity of the filmmakers gives this coming-of-age story restraint as well as warmth .,10076,141,"['the', 'inherent', 'strength', 'the', 'material', 'well', 'the', 'integrity', 'the', 'filmmakers', 'gives', 'this', 'comingofage', 'story', 'restraint', 'well', 'warmth']","Counter({'the': 4, 'well': 2, 'story': 1, 'strength': 1, 'this': 1, 'restraint': 1, 'material': 1, 'comingofage': 1, 'filmmakers': 1, 'inherent': 1, 'integrity': 1, 'warmth': 1, 'gives': 1})",13
1531,A cockamamie tone poem pitched precipitously between swoony lyricism and violent catastrophe ... the most aggressively nerve-wracking and screamingly neurotic romantic comedy in cinema history .,10077,194,"['cockamamie', 'tone', 'poem', 'pitched', 'precipitously', 'between', 'swoony', 'lyricism', 'and', 'violent', 'catastrophe', 'the', 'most', 'aggressively', 'nervewracking', 'and', 'screamingly', 'neurotic', 'romantic', 'comedy', 'cinema', 'history']","Counter({'and': 2, 'cockamamie': 1, 'poem': 1, 'comedy': 1, 'tone': 1, 'catastrophe': 1, 'aggressively': 1, 'screamingly': 1, 'violent': 1, 'the': 1, 'most': 1, 'lyricism': 1, 'history': 1, 'cinema': 1, 'swoony': 1, 'between': 1, 'neurotic': 1, 'pitched': 1, 'nervewracking': 1, 'precipitously': 1, 'romantic': 1})",21
1532,But it 's too long and too convoluted and it ends in a muddle .,10078,63,"['but', 'too', 'long', 'and', 'too', 'convoluted', 'and', 'ends', 'muddle']","Counter({'and': 2, 'too': 2, 'ends': 1, 'but': 1, 'muddle': 1, 'long': 1, 'convoluted': 1})",7
1533,"This one is definitely one to skip , even for horror movie fanatics .",10079,69,"['this', 'one', 'definitely', 'one', 'skip', 'even', 'for', 'horror', 'movie', 'fanatics']","Counter({'one': 2, 'even': 1, 'for': 1, 'this': 1, 'skip': 1, 'horror': 1, 'definitely': 1, 'movie': 1, 'fanatics': 1})",9
1534,D.J. Qualls as Indiana Jones ?,10080,30,"['qualls', 'indiana', 'jones', '?']","Counter({'jones': 1, 'indiana': 1, 'qualls': 1, '?': 1})",4
1535,"Ben Affleck as Jack Ryan , Tom Clancy 's intrepid hero ?",10081,56,"['ben', 'affleck', 'jack', 'ryan', 'tom', 'clancy', 'intrepid', 'hero', '?']","Counter({'intrepid': 1, 'ben': 1, 'affleck': 1, 'ryan': 1, 'clancy': 1, 'jack': 1, 'tom': 1, 'hero': 1, '?': 1})",9
1536,-LRB- Fessenden -RRB- is much more into ambiguity and creating mood than he is for on screen thrills,10082,100,"['lrb', 'fessenden', 'rrb', 'much', 'more', 'into', 'ambiguity', 'and', 'creating', 'mood', 'than', 'for', 'screen', 'thrills']","Counter({'and': 1, 'lrb': 1, 'creating': 1, 'for': 1, 'fessenden': 1, 'into': 1, 'rrb': 1, 'thrills': 1, 'mood': 1, 'much': 1, 'ambiguity': 1, 'screen': 1, 'than': 1, 'more': 1})",14
1537,"Often hilarious , well-shot and , importantly , entertaining , Hell House is a fascinating document of an event that has to be seen to be believed .",10083,148,"['often', 'hilarious', 'wellshot', 'and', 'importantly', 'entertaining', 'hell', 'house', 'fascinating', 'document', 'event', 'that', 'has', 'seen', 'believed']","Counter({'wellshot': 1, 'and': 1, 'has': 1, 'often': 1, 'fascinating': 1, 'that': 1, 'house': 1, 'seen': 1, 'importantly': 1, 'hilarious': 1, 'believed': 1, 'hell': 1, 'entertaining': 1, 'document': 1, 'event': 1})",15
1538,Hmm .,10084,5,['hmm'],Counter({'hmm': 1}),1
1539,It 's hard not to feel you 've just watched a feature-length video game with some really heavy back story .,10085,107,"['hard', 'not', 'feel', 'you', 'just', 'watched', 'featurelength', 'video', 'game', 'with', 'some', 'really', 'heavy', 'back', 'story']","Counter({'heavy': 1, 'story': 1, 'just': 1, 'feel': 1, 'hard': 1, 'some': 1, 'back': 1, 'game': 1, 'featurelength': 1, 'video': 1, 'not': 1, 'watched': 1, 'you': 1, 'with': 1, 'really': 1})",15
1540,"Windtalkers blows this way and that , but there 's no mistaking the filmmaker in the tall grass , true to himself .",10086,115,"['windtalkers', 'blows', 'this', 'way', 'and', 'that', 'but', 'there', 'mistaking', 'the', 'filmmaker', 'the', 'tall', 'grass', 'true', 'himself']","Counter({'the': 2, 'and': 1, 'himself': 1, 'that': 1, 'this': 1, 'there': 1, 'but': 1, 'filmmaker': 1, 'way': 1, 'windtalkers': 1, 'mistaking': 1, 'tall': 1, 'blows': 1, 'grass': 1, 'true': 1})",15
1541,It 's hard to imagine Alan Arkin being better than he is in this performance .,10087,78,"['hard', 'imagine', 'alan', 'arkin', 'being', 'better', 'than', 'this', 'performance']","Counter({'this': 1, 'arkin': 1, 'hard': 1, 'alan': 1, 'better': 1, 'being': 1, 'imagine': 1, 'performance': 1, 'than': 1})",9
1542,The film is like a series of beginnings and middles that never take off .,10088,73,"['the', 'film', 'like', 'series', 'beginnings', 'and', 'middles', 'that', 'never', 'take', 'off']","Counter({'and': 1, 'off': 1, 'like': 1, 'beginnings': 1, 'that': 1, 'series': 1, 'never': 1, 'middles': 1, 'take': 1, 'the': 1, 'film': 1})",11
1543,"-LRB- Director -RRB- Byler may yet have a great movie in him , but Charlotte Sometimes is only half of one .",10089,108,"['lrb', 'director', 'rrb', 'byler', 'may', 'yet', 'have', 'great', 'movie', 'him', 'but', 'charlotte', 'sometimes', 'only', 'half', 'one']","Counter({'charlotte': 1, 'great': 1, 'lrb': 1, 'may': 1, 'movie': 1, 'sometimes': 1, 'rrb': 1, 'but': 1, 'him': 1, 'director': 1, 'only': 1, 'byler': 1, 'have': 1, 'half': 1, 'one': 1, 'yet': 1})",16
1544,"Deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness .",10090,105,"['deadeningly', 'dull', 'mired', 'convoluted', 'melodrama', 'nonsensical', 'jargon', 'and', 'stiffupperlip', 'laboriousness']","Counter({'and': 1, 'laboriousness': 1, 'mired': 1, 'stiffupperlip': 1, 'melodrama': 1, 'deadeningly': 1, 'convoluted': 1, 'jargon': 1, 'nonsensical': 1, 'dull': 1})",10
1545,Yakusho and Shimizu ... create engaging characterizations in Imamura 's lively and enjoyable cultural mix .,10091,107,"['yakusho', 'and', 'shimizu', 'create', 'engaging', 'characterizations', 'imamura', 'lively', 'and', 'enjoyable', 'cultural', 'mix']","Counter({'and': 2, 'enjoyable': 1, 'yakusho': 1, 'characterizations': 1, 'create': 1, 'imamura': 1, 'engaging': 1, 'mix': 1, 'cultural': 1, 'lively': 1, 'shimizu': 1})",11
1546,Filmmakers who can deftly change moods are treasures and even marvels .,10092,71,"['filmmakers', 'who', 'can', 'deftly', 'change', 'moods', 'are', 'treasures', 'and', 'even', 'marvels']","Counter({'are': 1, 'and': 1, 'who': 1, 'even': 1, 'filmmakers': 1, 'deftly': 1, 'treasures': 1, 'can': 1, 'marvels': 1, 'change': 1, 'moods': 1})",11
1547,... too gory to be a comedy and too silly to be an effective horror film .,10093,74,"['too', 'gory', 'comedy', 'and', 'too', 'silly', 'effective', 'horror', 'film']","Counter({'too': 2, 'and': 1, 'effective': 1, 'gory': 1, 'horror': 1, 'silly': 1, 'comedy': 1, 'film': 1})",8
1548,the film tunes into a grief that could lead a man across centuries .,10094,68,"['the', 'film', 'tunes', 'into', 'grief', 'that', 'could', 'lead', 'man', 'across', 'centuries']","Counter({'centuries': 1, 'lead': 1, 'that': 1, 'into': 1, 'across': 1, 'grief': 1, 'tunes': 1, 'the': 1, 'could': 1, 'film': 1, 'man': 1})",11
1549,"Light , cute and forgettable .",10095,30,"['light', 'cute', 'and', 'forgettable']","Counter({'and': 1, 'light': 1, 'forgettable': 1, 'cute': 1})",4
1550,"This is a good movie in spurts , but when it does n't work , it 's at important times .",10096,87,"['this', 'good', 'movie', 'spurts', 'but', 'when', 'does', 'work', 'important', 'times']","Counter({'spurts': 1, 'good': 1, 'this': 1, 'movie': 1, 'work': 1, 'when': 1, 'but': 1, 'times': 1, 'does': 1, 'important': 1})",10
1551,"... both hokey and super-cool , and definitely not in a hurry , so sit back , relax and have a few laughs while the little ones get a fuzzy treat . '",10097,149,"['both', 'hokey', 'and', 'supercool', 'and', 'definitely', 'not', 'hurry', 'sit', 'back', 'relax', 'and', 'have', 'few', 'laughs', 'while', 'the', 'little', 'ones', 'get', 'fuzzy', 'treat']","Counter({'and': 3, 'both': 1, 'little': 1, 'hurry': 1, 'few': 1, 'sit': 1, 'ones': 1, 'relax': 1, 'laughs': 1, 'back': 1, 'get': 1, 'hokey': 1, 'while': 1, 'definitely': 1, 'treat': 1, 'have': 1, 'not': 1, 'fuzzy': 1, 'the': 1, 'supercool': 1})",20
1552,"This cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap .",10098,117,"['this', 'cuddly', 'sequel', 'the', '1999', 'hit', 'little', 'more', 'visually', 'polished', 'little', 'funnier', 'and', 'little', 'more', 'madcap']","Counter({'little': 3, 'more': 2, 'and': 1, 'visually': 1, 'hit': 1, 'this': 1, 'sequel': 1, 'cuddly': 1, 'madcap': 1, '1999': 1, 'polished': 1, 'the': 1, 'funnier': 1})",13
1553,... surprisingly inert for a movie in which the main character travels back and forth between epochs .,10099,102,"['surprisingly', 'inert', 'for', 'movie', 'which', 'the', 'main', 'character', 'travels', 'back', 'and', 'forth', 'between', 'epochs']","Counter({'and': 1, 'epochs': 1, 'inert': 1, 'for': 1, 'movie': 1, 'character': 1, 'surprisingly': 1, 'back': 1, 'travels': 1, 'which': 1, 'between': 1, 'the': 1, 'main': 1, 'forth': 1})",14
1554,"Sam Jones became a very lucky filmmaker the day Wilco got dropped from their record label , proving that one man 's ruin may be another 's fortune .",10100,148,"['sam', 'jones', 'became', 'very', 'lucky', 'filmmaker', 'the', 'day', 'wilco', 'got', 'dropped', 'from', 'their', 'record', 'label', 'proving', 'that', 'one', 'man', 'ruin', 'may', 'another', 'fortune']","Counter({'sam': 1, 'one': 1, 'dropped': 1, 'another': 1, 'from': 1, 'ruin': 1, 'label': 1, 'their': 1, 'got': 1, 'may': 1, 'that': 1, 'very': 1, 'proving': 1, 'lucky': 1, 'filmmaker': 1, 'wilco': 1, 'day': 1, 'man': 1, 'jones': 1, 'fortune': 1, 'record': 1, 'became': 1, 'the': 1})",23
1555,There can be no other explanation .,10101,35,"['there', 'can', 'other', 'explanation']","Counter({'other': 1, 'explanation': 1, 'there': 1, 'can': 1})",4
1556,Very psychoanalytical -- provocatively so -- and also refreshingly literary .,10102,77,"['very', 'psychoanalytical', 'provocatively', 'and', 'also', 'refreshingly', 'literary']","Counter({'and': 1, 'provocatively': 1, 'very': 1, 'psychoanalytical': 1, 'literary': 1, 'also': 1, 'refreshingly': 1})",7
1557,"Longley has constructed a remarkably coherent , horrifically vivid snapshot of those turbulent days .",10103,101,"['longley', 'has', 'constructed', 'remarkably', 'coherent', 'horrifically', 'vivid', 'snapshot', 'those', 'turbulent', 'days']","Counter({'vivid': 1, 'longley': 1, 'turbulent': 1, 'days': 1, 'coherent': 1, 'horrifically': 1, 'snapshot': 1, 'remarkably': 1, 'has': 1, 'those': 1, 'constructed': 1})",11
1558,"Gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive .",10104,214,"['gives', 'you', 'the', 'steady', 'pulse', 'life', 'beautiful', 'city', 'viewed', 'through', 'the', 'eyes', 'character', 'who', 'spite', 'tragic', 'loss', 'and', 'increasing', 'decrepitude', 'knows', 'his', 'bones', 'that', 'one', 'the', 'luckiest', 'men', 'alive']","Counter({'the': 3, 'beautiful': 1, 'and': 1, 'eyes': 1, 'pulse': 1, 'one': 1, 'through': 1, 'bones': 1, 'viewed': 1, 'luckiest': 1, 'city': 1, 'spite': 1, 'character': 1, 'tragic': 1, 'you': 1, 'increasing': 1, 'gives': 1, 'life': 1, 'his': 1, 'knows': 1, 'that': 1, 'who': 1, 'decrepitude': 1, 'alive': 1, 'men': 1, 'loss': 1, 'steady': 1})",27
1559,Atom Egoyan has conjured up a multilayered work that tackles any number of fascinating issues,10105,93,"['atom', 'egoyan', 'has', 'conjured', 'multilayered', 'work', 'that', 'tackles', 'any', 'number', 'fascinating', 'issues']","Counter({'multilayered': 1, 'conjured': 1, 'fascinating': 1, 'that': 1, 'work': 1, 'number': 1, 'tackles': 1, 'atom': 1, 'egoyan': 1, 'has': 1, 'any': 1, 'issues': 1})",12
1560,A romantic comedy enriched by a sharp eye for manners and mores .,10106,65,"['romantic', 'comedy', 'enriched', 'sharp', 'eye', 'for', 'manners', 'and', 'mores']","Counter({'and': 1, 'eye': 1, 'romantic': 1, 'for': 1, 'mores': 1, 'manners': 1, 'enriched': 1, 'sharp': 1, 'comedy': 1})",9
1561,Denis and co-writer Michele Petin 's impeccable screenplay penetrates with a rawness that that is both unflinching and tantalizing .,10107,132,"['denis', 'and', 'cowriter', 'michele', 'petin', 'impeccable', 'screenplay', 'penetrates', 'with', 'rawness', 'that', 'that', 'both', 'unflinching', 'and', 'tantalizing']","Counter({'and': 2, 'that': 2, 'screenplay': 1, 'unflinching': 1, 'rawness': 1, 'penetrates': 1, 'michele': 1, 'both': 1, 'petin': 1, 'denis': 1, 'cowriter': 1, 'tantalizing': 1, 'impeccable': 1, 'with': 1})",14
1562,People cinema at its finest .,10108,29,"['people', 'cinema', 'its', 'finest']","Counter({'finest': 1, 'cinema': 1, 'its': 1, 'people': 1})",4
1563,"-LRB- I -RRB- f you 've been to more than one indie flick in your life , chances are you 've already seen this kind of thing .",10109,126,"['lrb', 'rrb', 'you', 'been', 'more', 'than', 'one', 'indie', 'flick', 'your', 'life', 'chances', 'are', 'you', 'already', 'seen', 'this', 'kind', 'thing']","Counter({'you': 2, 'flick': 1, 'this': 1, 'life': 1, 'lrb': 1, 'your': 1, 'thing': 1, 'indie': 1, 'kind': 1, 'rrb': 1, 'been': 1, 'one': 1, 'chances': 1, 'already': 1, 'are': 1, 'seen': 1, 'than': 1, 'more': 1})",18
1564,The average local news columnist has a bigger rant on the war between modern landscape architecture and small-town America .,10110,124,"['the', 'average', 'local', 'news', 'columnist', 'has', 'bigger', 'rant', 'the', 'war', 'between', 'modern', 'landscape', 'architecture', 'and', 'smalltown', 'america']","Counter({'the': 2, 'and': 1, 'america': 1, 'smalltown': 1, 'average': 1, 'modern': 1, 'rant': 1, 'columnist': 1, 'landscape': 1, 'between': 1, 'news': 1, 'has': 1, 'local': 1, 'war': 1, 'bigger': 1, 'architecture': 1})",16
1565,"What 's at stake in this film is nothing more than an obsolete , if irritating , notion of class .",10111,98,"['what', 'stake', 'this', 'film', 'nothing', 'more', 'than', 'obsolete', 'irritating', 'notion', 'class']","Counter({'notion': 1, 'what': 1, 'this': 1, 'class': 1, 'stake': 1, 'obsolete': 1, 'irritating': 1, 'nothing': 1, 'than': 1, 'film': 1, 'more': 1})",11
1566,"Where last time jokes flowed out of Cho 's life story , which provided an engrossing dramatic through line , here the comedian hides behind obviously constructed routines .",10112,172,"['where', 'last', 'time', 'jokes', 'flowed', 'out', 'cho', 'life', 'story', 'which', 'provided', 'engrossing', 'dramatic', 'through', 'line', 'here', 'the', 'comedian', 'hides', 'behind', 'obviously', 'constructed', 'routines']","Counter({'through': 1, 'hides': 1, 'constructed': 1, 'provided': 1, 'story': 1, 'cho': 1, 'behind': 1, 'flowed': 1, 'which': 1, 'out': 1, 'life': 1, 'here': 1, 'dramatic': 1, 'line': 1, 'last': 1, 'routines': 1, 'obviously': 1, 'jokes': 1, 'engrossing': 1, 'time': 1, 'comedian': 1, 'the': 1, 'where': 1})",23
1567,"Even if you feel like you 've seen this movie a thousand times before , it is kind of enjoyable thanks mainly to Belushi 's easy-going likableness .",10113,148,"['even', 'you', 'feel', 'like', 'you', 'seen', 'this', 'movie', 'thousand', 'times', 'before', 'kind', 'enjoyable', 'thanks', 'mainly', 'belushi', 'easygoing', 'likableness']","Counter({'you': 2, 'even': 1, 'kind': 1, 'like': 1, 'feel': 1, 'movie': 1, 'thousand': 1, 'mainly': 1, 'times': 1, 'enjoyable': 1, 'this': 1, 'belushi': 1, 'thanks': 1, 'likableness': 1, 'easygoing': 1, 'seen': 1, 'before': 1})",17
1568,"Asia authors herself as Anna Battista , an Italian superstar and aspiring directress who just happens to be her own worst enemy .",10114,129,"['asia', 'authors', 'herself', 'anna', 'battista', 'italian', 'superstar', 'and', 'aspiring', 'directress', 'who', 'just', 'happens', 'her', 'own', 'worst', 'enemy']","Counter({'and': 1, 'happens': 1, 'own': 1, 'superstar': 1, 'her': 1, 'just': 1, 'aspiring': 1, 'enemy': 1, 'who': 1, 'directress': 1, 'asia': 1, 'worst': 1, 'authors': 1, 'battista': 1, 'herself': 1, 'anna': 1, 'italian': 1})",17
1569,This movie is maddening .,10115,25,"['this', 'movie', 'maddening']","Counter({'this': 1, 'movie': 1, 'maddening': 1})",3
